author|0|body_xml
iabbliz|2013/09/10 13:06:11|=)
iabbliz|2013/09/10 13:06:20|у меня была узкая задача...
iabbliz|2013/09/10 13:06:25|и то 3 дня ушло=)
iabbliz|2013/09/10 13:09:05|ты там же работаешь?
gasanov2003|2013/09/10 13:09:41|да
gasanov2003|2013/09/10 13:09:44|там же
gasanov2003|2013/09/10 13:09:50|у нас тут перестановки
gasanov2003|2013/09/10 13:10:02|руководителя моего уволили
iabbliz|2013/09/10 13:10:10|ух
gasanov2003|2013/09/10 13:10:12|теперь я фин диру подчиняюсь
gasanov2003|2013/09/10 13:10:41|ну и соответственно, новые приоритеты,
iabbliz|2013/09/10 13:11:16|понятно=)
gasanov2003|2013/09/10 13:12:50|у тебя что нового?
iabbliz|2013/09/10 13:25:49|работаю там же, удаленно на целый день
iabbliz|2013/09/10 13:26:13|в отпуске на море ездил
iabbliz|2013/09/10 13:26:16|адлер
iabbliz|2013/09/10 13:26:24|а так все по старому
iabbliz|2013/09/10 13:26:38|дети ростут пухнут
iabbliz|2013/09/10 13:28:08|Леха работает?
gasanov2003|2013/09/10 13:45:15|в Грецию летал
gasanov2003|2013/09/10 13:45:21|вроде не так давно
gasanov2003|2013/09/10 13:45:30|но уже опять в отпуск хочется
iabbliz|2013/09/10 13:46:08|=))
gasanov2003|2013/09/10 13:47:18|С Таней из Алмаза как-то общались в скайпе, договорились встретиться так и не встретились
gasanov2003|2013/09/10 13:47:25|она тут где-то (в Мск) работает
gasanov2003|2013/09/10 13:47:41|Таня Рябинина
iabbliz|2013/09/10 13:47:49|ага она в Москве
iabbliz|2013/09/10 13:47:55|уже наверное месяца 3
gasanov2003|2013/09/10 13:48:03|да
iabbliz|2013/09/12 07:01:18|уххх
iabbliz|2013/09/12 07:01:20|Классс
iabbliz|2013/09/12 07:01:23|Поздравляю
iabbliz|2013/09/12 07:01:35|я хз когда пойду) на неделю еле отпустили
gasanov2003|2013/09/12 07:02:17|я по хитрому поступил. Новый мой начальник, пока он еще &quot;тепленький&quot; я ему сходу с просьбой об отпуске
gasanov2003|2013/09/12 07:02:25|он помялся, подумал
iabbliz|2013/09/12 07:02:39|<ss type="laugh">:D</ss>
gasanov2003|2013/09/12 07:02:43|в итоге подписал<ss type="smile">:)</ss>
iabbliz|2013/09/12 08:00:35|Поедешь куда нить?
iabbliz|2013/09/13 06:13:01|И тебя тоже с Днем программиста=))
iabbliz|2013/09/13 06:13:07|<ss type="beer">(beer)</ss>
iabbliz|2013/10/02 09:24:19|Привет, Талиб
iabbliz|2013/10/02 09:24:22|как отдохнул?
gasanov2003|2013/10/02 09:26:41|дождливая досталась
gasanov2003|2013/10/02 09:26:47|и последние три дня
gasanov2003|2013/10/02 09:26:51|работать пришлось
gasanov2003|2013/10/02 09:26:57|Альфа Авто колом вставала
gasanov2003|2013/10/02 09:27:01|блокировки
gasanov2003|2013/10/02 09:27:15|мертвые появлялись
iabbliz|2013/10/02 09:27:23|ух..
gasanov2003|2013/10/02 09:27:26|в общем бывали и получше отпуска
gasanov2003|2013/10/02 09:27:39|ты как поживаешь?
gasanov2003|2013/10/02 09:27:58|все там же работаешь?
gasanov2003|2013/10/02 09:28:15|у нас вакансия появляется
gasanov2003|2013/10/02 09:28:20|Леха уходит
iabbliz|2013/10/02 09:28:26|почему уходит?
gasanov2003|2013/10/02 09:28:30|ты не ищешь работу случайно?
gasanov2003|2013/10/02 09:28:43|<quote author="iabbliz" authorname="Антон Иванов" conversation="iabbliz" guid="x5e1d88049f2e57da794745246babcbc90a2c350796de4888e8583923ae1cf24c" timestamp="1380706092"><legacyquote>[13:28:12] Антон Иванов: </legacyquote>почему уходит?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>он на какой-то завод
gasanov2003|2013/10/02 09:28:44|идет
gasanov2003|2013/10/02 09:28:53|вроде как гораздо больше
gasanov2003|2013/10/02 09:28:59|по сравнению с нами
gasanov2003|2013/10/02 09:29:16|ну и плюс он не очень хочет работать
gasanov2003|2013/10/02 09:29:24|хочет бизнес свой
gasanov2003|2013/10/02 09:29:27|наладить
gasanov2003|2013/10/02 09:29:44|и это желание его постоянно мучает
gasanov2003|2013/10/02 09:29:54|по крайней мере он об этом говорит всегда
gasanov2003|2013/10/02 09:31:34|так что если ты думаешь поменять работу, сообщи
gasanov2003|2013/10/02 09:31:56|или если есть кандидат знакомый тоже давай
iabbliz|2013/10/02 09:31:59|я подумаю
gasanov2003|2013/10/02 09:32:10|да лучше сам подумай
gasanov2003|2013/10/02 09:32:23|чем предоставлять кандидата<ss type="smile">:)</ss>
iabbliz|2013/10/02 09:32:30|<ss type="laugh">:D</ss>
gasanov2003|2013/10/02 09:32:42|<ss type="smile">:)</ss>
iabbliz|2013/10/04 06:54:02|Привет Талиб
gasanov2003|2013/10/04 06:54:13|привет
iabbliz|2013/10/04 06:55:08|да подумал, вообщем если условия труда и ЗП в Раздолье не изменятся в худшую сторону, то пока уходить не буду.
gasanov2003|2013/10/04 06:56:09|ясно
gasanov2003|2013/10/04 06:56:26|это же в долгосрочной перспективе
gasanov2003|2013/10/04 06:56:42|в том плане что ты сейчас не готов уходить
iabbliz|2013/10/04 06:56:55|это вопрос?
gasanov2003|2013/10/04 06:57:02|<ss type="smile">:)</ss>
gasanov2003|2013/10/04 06:57:07|это как я понял<ss type="smile">:)</ss>
gasanov2003|2013/10/04 06:57:26|есть кто-то кто ищет работу?
iabbliz|2013/10/04 06:58:38|Просто ЗП и задачи устраивают. Не устраивал простой по задачам который был летом (от этого меньше ЗП была)
iabbliz|2013/10/04 06:58:48|вроде говорят по задачам все будет нормально
iabbliz|2013/10/04 06:59:45|о есть чел из Раздолья ушел, спрошу у него может он захочет
iabbliz|2013/10/04 06:59:50|или нужен на удаленку?
gasanov2003|2013/10/04 07:00:18|он в Мск?
iabbliz|2013/10/04 07:00:21|ага
iabbliz|2013/10/04 07:00:24|но оч. крутой спец
gasanov2003|2013/10/04 07:00:39|а че ушел из Раздолья7
gasanov2003|2013/10/04 07:00:42|?
iabbliz|2013/10/04 07:00:55|хотел быть Руководителем проектов
gasanov2003|2013/10/04 07:01:03|эммм
iabbliz|2013/10/04 07:01:05|обещали сделать его, но за полгода не сделали
gasanov2003|2013/10/04 07:01:25|он и у нас будет стремиться руководить, вместо того чтобы работать
iabbliz|2013/10/04 07:01:47|=)) да наверно это плохой вариант
gasanov2003|2013/10/04 07:01:55|да)
iabbliz|2013/10/04 07:01:57|просто чел. крутой=)
iabbliz|2013/10/04 07:02:05|за него не стыдно поручиться=)
gasanov2003|2013/10/04 07:02:13|я понимаю
gasanov2003|2013/10/04 07:02:47|но если он из Разолья ушел, чтобы руководить, то он уже будет так везде пока не найдет должность руководителя
iabbliz|2013/10/04 07:03:04|да наверно уже нашел работу
gasanov2003|2013/10/04 07:03:11|думаю
gasanov2003|2013/10/04 07:03:12|да
gasanov2003|2013/10/04 07:03:14|в Мск
gasanov2003|2013/10/04 07:03:19|сейчас дефицит
iabbliz|2013/10/04 07:03:20|это было 2 мес. назад
gasanov2003|2013/10/04 07:03:22|программистов
gasanov2003|2013/10/04 07:03:29|а тот парень из Питера?
gasanov2003|2013/10/04 07:03:32|он как?
gasanov2003|2013/10/04 07:03:35|где он?
iabbliz|2013/10/04 07:05:12|ну наверно также в питере
iabbliz|2013/10/04 07:05:29|<quote author="gasanov2003" authorname="Задумавшийся" conversation="gasanov2003" guid="xb30c00f75be843cea8402db0bd04ec34023c17fc5e34ac936f5b3e901882abf8" timestamp="1380870212"><legacyquote>[11:03:32] Задумавшийся: </legacyquote>он как?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>не пересекался в 1с не знаю как кодит
iabbliz|2013/10/04 07:05:46|но в институте оч. хорошо учился
iabbliz|2013/10/04 07:06:01|спросить у него?
gasanov2003|2013/10/04 07:06:26|да
gasanov2003|2013/10/04 07:06:27|спроси
