author|0|body_xml
<file size="13984" index="0">ЗаполнитьСЗВ63НаОснованииСЗВ62_v0.7.epf</file></files>
iabbliz|2013/02/15 16:06:26|теперь ошибок почти нет
giks03|2013/02/27 07:15:31|Антон добрый день
giks03|2013/02/27 07:15:35|есть время?
iabbliz|2013/02/27 07:15:53|Добрый день
giks03|2013/02/27 07:20:32|?
iabbliz|2013/02/27 07:20:41|задачи есть=)
iabbliz|2013/02/27 07:20:52|В любом случае говорите
giks03|2013/02/27 07:22:25|в той базе, к которой вы подключались, почему-то не выгружаются пачки сзв-6-3. Программа пишет: ошибка доступа и не выгружает эти пачки. Пробовали на разных компьютерах- ошибка повторяется. Как разобраться в этом не знаю. Поможете?
giks03|2013/02/27 07:22:45|это те пачки, которые мы создавали программно
iabbliz|2013/02/27 07:23:02|не выгружаются в файл?
iabbliz|2013/02/27 07:23:12|под полными правами ошибка?
giks03|2013/02/27 07:23:13|не выгружаются на диск
giks03|2013/02/27 07:23:20|под полными
giks03|2013/02/27 07:23:26|и именно только эти пачки
iabbliz|2013/02/27 07:23:36|пришлите полностью сообщение об ошибке
iabbliz|2013/02/27 07:23:42|можно скриншот
giks03|2013/02/27 07:24:12|ок. сейчас мне дас новый доступ и я пришлю
iabbliz|2013/02/27 08:05:55|пробовали пачки просто перезаписать/провести?
iabbliz|2013/02/27 08:06:00|перед выгрузкой
giks03|2013/02/27 08:44:48|провести нет
giks03|2013/02/27 08:45:06|пробовала отдельно пачку выгрузить сзв-6-3- тоже ругается
iabbliz|2013/02/27 08:45:20|попробуйте перед выгрузкой распровести/провести документ
giks03|2013/02/27 08:45:30|пишет ошибка доступа к файлу, хотя на просмотр выводит все файлы
giks03|2013/02/27 08:45:41|они все не проведены
iabbliz|2013/02/27 08:45:46|и жду окно с ошибкой
giks03|2013/02/27 08:46:00|да, там чел завис куда-то
iabbliz|2013/02/27 08:46:04|и нужен доступ к базе
giks03|2013/02/27 08:46:06|сейчас набуру его
giks03|2013/02/27 08:46:59|з84487542 пароль 5475
iabbliz|2013/02/27 08:50:07|а вы откуда выгружаете?
iabbliz|2013/02/27 08:50:16|и обработк подготовки данных
iabbliz|2013/02/27 08:50:20|или из конкретной пачки?
giks03|2013/02/27 08:50:30|и оттуда и оттуда
giks03|2013/02/27 08:50:44|вообще надо из подготовки
iabbliz|2013/02/27 08:52:07|зайдити в групповую обработку справочников и документов
iabbliz|2013/02/27 08:52:09|отбирите те пачки
iabbliz|2013/02/27 08:52:13|или самому сделать
iabbliz|2013/02/27 08:52:15|сек
iabbliz|2013/02/27 08:52:59|<quote author="giks03" authorname="Galina" conversation="giks03" guid="x475963d3bb3df93ab814250592a914d70505d400e5821ee4ef6433c9cca53124" timestamp="1361954819"><legacyquote>[12:46:59] Galina: </legacyquote>з84487542<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>это ТимВивер?
iabbliz|2013/02/27 08:53:03|точно такой номер?
giks03|2013/02/27 08:53:39|384487542
iabbliz|2013/02/27 08:53:53|там база которая открыта это она?
giks03|2013/02/27 08:53:58|да
iabbliz|2013/02/27 08:54:52|опись ЗЛН00001107
iabbliz|2013/02/27 08:54:53|?
giks03|2013/02/27 08:55:45|не помню. сейчас зайду посмотрю
iabbliz|2013/02/27 08:55:54|попробуйте выгрузить
iabbliz|2013/02/27 08:57:31|должно выгрузится теперь
giks03|2013/02/27 08:57:58|да
iabbliz|2013/02/27 08:58:03|если будете опять обработку запускать, надо ее исправить
giks03|2013/02/27 08:58:29|а что там было?
giks03|2013/02/27 08:59:23|и как ее исправить?
iabbliz|2013/02/27 09:19:16|исправить мне надо в коде обработки исправить
iabbliz|2013/02/27 09:19:33|чтобы при создании Пачки СЗВ-6-3 указывался ФорматФайла
iabbliz|2013/02/27 09:19:37|XML
giks03|2013/02/27 09:43:08|пришлешь новую?
iabbliz|2013/02/27 09:44:16|<files alt="отправил (-а) файл &quot;ЗаполнитьСЗВ63НаОснованииСЗВ62_v0.8.epf&quot;">
<file size="14779" index="0">ЗаполнитьСЗВ63НаОснованииСЗВ62_v0.8.epf</file></files>
giks03|2013/02/27 09:46:17|спасибо
iabbliz|2013/02/27 09:47:53|может на почту лучше скинуть?
iabbliz|2013/02/27 09:47:56|что не кидается
iabbliz|2013/02/27 09:50:49|а нет отправился
iabbliz|2013/03/12 14:05:47|Добрый день, необходимо обновить базу Биаксплена там где письма и отчет по обращениям, когда лучше это сделать?
giks03|2013/03/12 14:06:33|лучше через час. Но если не ждет- можно и сейчас
iabbliz|2013/03/12 14:06:40|ок через час
iabbliz|2013/03/12 14:07:00|а завтра с утра во сколько начинают работать?
giks03|2013/03/12 14:07:24|с 9-00
iabbliz|2013/03/12 14:07:33|значит с утра обновлю
giks03|2013/03/12 14:07:57|что там поменялось?
iabbliz|2013/03/12 14:08:25|реквизит в письмо обращение добавился и в отчете изменения небольшие
iabbliz|2013/03/12 14:08:37|Дмитрий Смирнов наверно лучше расскажет
giks03|2013/03/12 14:08:56|ок
giks03|2013/03/18 10:31:07|Антон добрый день
giks03|2013/03/18 10:32:02|как со временем? Хочу привлечь еще к одной задаче по пфр
iabbliz|2013/03/18 10:32:21|Добрый день.
iabbliz|2013/03/18 10:32:38|Занят кругом, пока полностью
giks03|2013/03/18 10:44:19|жаль
iabbliz|2013/03/28 15:58:57|Добрый вечер
iabbliz|2013/03/28 15:59:07|Евгений Грибков просил вам написать
iabbliz|2013/03/28 15:59:16|Что за задача?
giks03|2013/03/28 15:59:32|добрый
giks03|2013/03/28 15:59:38|сейчас скину
giks03|2013/03/28 16:01:16|Сформировать отчет, в который вывести реальные суммы доходов (из регистра Учет доходов для исчисления страховых взносов), за год, и данные сзв-6-3 за год.
Оставить в таблице те данные, по которым есть расхождения. По этим людям нужно доввести данные в сзв-6-3.
Помесячно видимо не получится, т.к. для того, чтоб сформировать сзв-6-3 я создавала документы переноса красных сумм в другие периоды.
Но в целом по году данные шли. Документы к сожалению удалила. Но обработка осталась. На всякий случай могу выслать.
В случе если мы дозаполняем сзв-6-3, можно начисления кинуть одним месяцем- скажем январем 2012.
iabbliz|2013/03/28 16:02:26|От меня требуется сделать такой отчет?
iabbliz|2013/03/28 16:02:45|<quote author="giks03" authorname="Galina Iks" conversation="giks03" guid="xb71eac10abe814253f5c186a3a3d64b2e33bd7ecfc4ecb21dd743c3749364675" timestamp="1364486476"><legacyquote>[20:01:16] Galina Iks: </legacyquote>Документы к сожалению удалила<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>какие документы удалили?
giks03|2013/03/28 16:02:51|требуется создать документы сзв-6-3 с доначисленными суммами
iabbliz|2013/03/28 16:03:13|доступ к базе есть?
giks03|2013/03/28 16:03:49|сейчас снова создам документы переноса отрицательных сумм. Тогда можно помесячно заполнить док-ты
iabbliz|2013/03/28 16:04:40|нужен доступ к базе
giks03|2013/03/28 16:05:39|сейчас дам
giks03|2013/03/28 16:08:59|я оставляю компьютер и ухожу, т.к. я у клиентов. Если будут вопросы- мой тел 89262318160
giks03|2013/03/28 16:09:33|тимвьюер 139 928 205  пароль 7881
iabbliz|2013/03/28 16:10:34|ок
giks03|2013/03/28 16:10:49|задача понятна?
iabbliz|2013/03/28 16:11:01|надо посмотреть данные, посмотреть что покажет отчет
iabbliz|2013/03/28 16:11:06|потом наверняка будут вопросы
iabbliz|2013/03/29 04:44:57|Так подключится и не получается
giks03|2013/03/29 05:09:04|Антон кк дела?
iabbliz|2013/03/29 05:09:20|<quote author="iabbliz" authorname="Антон Иванов" conversation="giks03" guid="x90c96ab620e7a5643805f25103ded9abed6b0b6e87232393635d98991f1a4236" timestamp="1364532297"><legacyquote>[8:44:57] Антон Иванов: </legacyquote>Так подключится и не получается<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
giks03|2013/03/29 05:10:00|тимвьюер завис
iabbliz|2013/03/29 05:10:27|пароль
iabbliz|2013/03/29 05:10:30|еще раз скиньте
giks03|2013/03/29 05:10:41|новые параметры: 139 928 205  пароль 4691
iabbliz|2013/03/29 05:11:27|Наверно сначала заполните СЗВ-6-3 заново
giks03|2013/03/29 05:11:38|ок
iabbliz|2013/03/29 05:13:38|Старые документы перед этим будете удалять?
iabbliz|2013/03/29 05:13:44|Напишите когда заполните
giks03|2013/03/29 05:14:21|старые сами должны удалиться
giks03|2013/03/29 05:14:24|ок скажу
