author|0|body_xml
iabbliz|2013/08/20 14:11:23|Привет
annterra2|2013/08/20 14:11:37|ты щас свободен? у меня есть задачки по доработке CRM
iabbliz|2013/08/20 14:12:12|до конца дня есть задачи.
iabbliz|2013/08/20 14:12:29|CRM наша база учета?
annterra2|2013/08/20 14:13:17|нет не наша клиентская объединенная УПП + CRM
iabbliz|2013/08/20 14:14:00|что от меня требуется?
annterra2|2013/08/20 14:14:42|я пришлю задачи завтра но надо посмотреть и решить как их реализовать
annterra2|2013/08/20 14:15:02|там нужен спец ключ для CRM поэтому я его установлю на майтисервере
iabbliz|2013/08/20 14:16:22|ок
annterra2|2013/08/20 14:16:38|и там же разверну базу
iabbliz|2013/08/20 14:16:51|Понял
annterra2|2013/08/22 10:44:04|Антон привет!
iabbliz|2013/08/22 10:44:15|Привет
annterra2|2013/08/22 10:44:44|я наконец установила на майтисервер клиентскую базу с CRM+УПП
iabbliz|2013/08/22 10:45:07|хорошо
annterra2|2013/08/22 10:45:10|а ты с  CRM работал?
iabbliz|2013/08/22 10:45:37|нет, только сейчас посмотрел часовую презентацию...
annterra2|2013/08/22 10:45:47|File=&quot;C:\Users\tarasova1\Documents\upp_crm_proftorg&quot;;
iabbliz|2013/08/22 10:45:48|с УПП работал=)
annterra2|2013/08/22 10:46:26|да там нужны доработки именно функционала связанного с  CRM
annterra2|2013/08/22 10:46:46|подключи пока себе базу
annterra2|2013/08/22 10:47:09|когда запросит систему защиты она установлена на самом сервере
iabbliz|2013/08/22 10:48:46|<quote author="annterra2" authorname="Анна Тарасова" conversation="annterra2" guid="x45178df105d836b176a2fc35b3355ff15877c69ca72f35dfd75083ec8fe4626d" timestamp="1377168347"><legacyquote>[14:45:47] Анна Тарасова: </legacyquote>File=&quot;C:\Users\tarasova1\Documents\upp_crm_proftorg&quot;;<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>это случайно путь не на твоем компьютере?
annterra2|2013/08/22 10:49:02|нет на майтисервере
iabbliz|2013/08/22 10:49:21|доступа в эту папку нет...
annterra2|2013/08/22 10:49:29|ээээ....
iabbliz|2013/08/22 10:50:06|о вроде пробился
iabbliz|2013/08/22 10:50:26|под кем заходить?
annterra2|2013/08/22 10:50:46|Дима расшарил
annterra2|2013/08/22 10:50:56|заходить под лог Раздолье
annterra2|2013/08/22 10:51:00|пароль солнце
annterra2|2013/08/22 10:51:47|я тебе скинула перечень доработок которые клиент хочет
iabbliz|2013/08/22 10:52:06|ок
annterra2|2013/08/22 10:52:32|посмотри сначала пункты 1, 2 ,4
annterra2|2013/08/22 10:52:45|про бизнес-процесс я еще с ними пообщаюсь
annterra2|2013/08/22 10:52:49|мне нужна оценка
iabbliz|2013/08/22 11:12:33|&quot;Организовать групповую обработку &quot;передача дел новому менеджеру&quot;, используя свойство контрагента &quot;Территория продаж&quot;.&quot;
необходимо передать только контрагентов новому менеджеру?
iabbliz|2013/08/22 11:12:36|или еще что то?
iabbliz|2013/08/22 11:15:07|&quot;Сформировать стоимостную оценку  доработки функции «АВС-анализ» клиентской базы, используя обработку по головному контрагенту холдинга.&quot;
Есть АБЦ Анализ клиентской базы, а что за обработка по головному контрагенту холдинга?
iabbliz|2013/08/22 11:44:10|<quote author="iabbliz" authorname="Антон Иванов" conversation="annterra2" guid="x3e1cc45606da5f83b5504e4b8d2d1f8f6660f4c80427ed84d3ae156885e7d4be" timestamp="1377170107"><legacyquote>[15:15:07] Антон Иванов: </legacyquote>&quot;Сформировать стоимостную оценку  доработки функции «АВС-анализ» клиентской базы, используя обработку по головному контрагенту холдинга.&quot;
Есть АБЦ Анализ клиентской базы, а что за обработка по головному контрагенту холдинга?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>т.е. имеется ввиду, что необходимо построить отчет &quot;ABC анализ покупателей&quot; не в разрезе Контрагентов, а в разрезе ГоловныхКонтрагентов, в том случае если он входит в холдинг. Так?
iabbliz|2013/08/22 12:07:35|<quote author="iabbliz" authorname="Антон Иванов" conversation="annterra2" guid="xcec63d05b10dfa93607601d33fa64a80004527c8dee83067bcaaec2413db0377" timestamp="1377171850"><legacyquote>[15:44:10] Антон Иванов: </legacyquote>т.е. имеется ввиду, что необходимо построить отчет &quot;ABC анализ покупателей&quot; не в разрезе Контрагентов, а в разрезе ГоловныхКонтрагентов, в том случае если он входит в холдинг. Так?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>Может быть имеется ввиду следующее, сделать обработку которая Будет заполнять документ.ABCКлассификацияПокупателей, анализируя не данныее по контрагенту а по данным головного контрагента, ну тогда поидее в обработку должны попасть только головные контрагенты(в которых будет собраны Продажи всех входящих контрагентов)
iabbliz|2013/08/22 12:14:56|вообщем нужны ответы=)
iabbliz|2013/08/22 12:22:31|<quote author="iabbliz" authorname="Антон Иванов" conversation="annterra2" guid="x968c677e0158e17a15a983e1268ffb2bbd1ea8b3aeb451e57b884f21e606e4df" timestamp="1377169953"><legacyquote>[15:12:33] Антон Иванов: </legacyquote>необходимо передать только контрагентов новому менеджеру?
или еще что то?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>судя по всему, все остальное передается стандартной обработкой CRM &quot;Передача отвественности&quot;
annterra2|2013/08/22 12:23:55|щас погоди разберу твои вопросы
iabbliz|2013/08/23 08:45:59|Добрый день
iabbliz|2013/08/23 08:46:08|По вопросам ничего не изменилось?
annterra2|2013/08/23 08:48:32|привет увы пока нет не ответили
iabbliz|2013/09/03 04:34:52|Привет, видимо уже не актуально=)
iabbliz|2013/09/05 07:38:00|Привет, в данный момент делаю отчет для Кокушевой Светланы
iabbliz|2013/09/05 07:38:13|где то до 15.00 думаю буду занят, а что?
annterra2|2013/09/05 07:38:17|я наконец про срм узнала все что надо но там не много посмотреть надо именно оценку
annterra2|2013/09/05 07:38:27|и пока не делать тока прикинуть
annterra2|2013/09/05 07:38:49|я бы могла показать и рассказать что нужно
iabbliz|2013/09/05 07:39:40|давай
annterra2|2013/09/05 07:40:25|звоню?
iabbliz|2013/09/05 07:40:27|да
iabbliz|2013/09/05 10:47:09|можно позвонить?
annterra2|2013/09/05 10:47:26|e vtyz cjdtofybt gj crfqge c rkbtynfvb
annterra2|2013/09/05 10:47:30|ой
annterra2|2013/09/05 10:47:33|не
annterra2|2013/09/05 10:47:45| у меня совещание с клиентами по скайпу
iabbliz|2013/09/05 10:48:06|скажешь когда можно будет?
annterra2|2013/09/05 10:48:18|ага
annterra2|2013/09/05 10:48:23|или напиши
annterra2|2013/09/05 10:48:28|потому как писать могу
iabbliz|2013/09/05 10:48:39|вообщем что касается 4 пункта
iabbliz|2013/09/05 10:48:52|&quot;. Провести доработку ПО в части возможности закрепления за контрагентом двух основных менеджеров, с возможностью обработки в отчетах по этим полям.&quot;
iabbliz|2013/09/05 10:49:24|посмотрел отчет &quot;Показатели работы менеджера&quot;
iabbliz|2013/09/05 10:49:42|там не ясно как именно необходимо отбирать по второму менеджеру
iabbliz|2013/09/05 10:49:56|т.к. многие показатели считаются исключительно в разрезе основного менеджера
iabbliz|2013/09/05 10:50:04|такие как Продажи, Задолженность и т.п.
iabbliz|2013/09/05 10:50:29|т.е. если в лоб добавить получение данных и по второму менеджеру то будет задвоение
iabbliz|2013/09/05 10:50:47|т.к. как разделить продажи между менеджерами которые указаны у одного контрагента
annterra2|2013/09/05 10:51:03|хм...
iabbliz|2013/09/05 10:51:04|вообщем не ясно как именно необходимо исправлять отчет этот
iabbliz|2013/09/05 10:55:07|если нужно только первую часть то ее могу сделать
iabbliz|2013/09/05 10:55:12|<quote author="iabbliz" authorname="Антон Иванов" conversation="annterra2" guid="x5e14e0d07868e6e3830fe35e8870ae013cf5d57c9f1eedab1804a1dd336aa412" timestamp="1378378132"><legacyquote>[14:48:52] Антон Иванов: </legacyquote>Провести доработку ПО в части возможности закрепления за контрагентом двух основных менеджеров<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
annterra2|2013/09/05 10:55:44|ну так... толку то от нее если отчетность не сможем по ним делать
iabbliz|2013/09/05 10:55:51|ага
annterra2|2013/09/05 10:56:15|это таким образом и обычного второго можно указать
iabbliz|2013/09/05 10:56:44|ага
annterra2|2013/09/05 10:56:47|че вообще никак не разделить?
iabbliz|2013/09/05 10:56:55|а как?
iabbliz|2013/09/05 10:57:10|в соотношении 70 / 30?=)
annterra2|2013/09/05 10:57:22|мда не вариант
iabbliz|2013/09/05 10:57:31|ага...
annterra2|2013/09/05 10:58:06|а по остальным?
iabbliz|2013/09/05 10:58:18|смотрю еще
iabbliz|2013/09/05 11:08:57|Кинул на почту оценку
annterra2|2013/09/05 11:09:06|спс
annterra2|2013/09/05 11:11:57|Антон а для АВС анализа : в документе будут только контрагенты либо без головного контрагента, либо головной контрагент.
Но в головного будут входить все продажи дочерних компаний? то есть оценка будет по группе?
iabbliz|2013/09/05 11:13:28|<quote author="annterra2" authorname="Анна Тарасова" conversation="annterra2" guid="x3546b188e1894402fcec719b6bab3b6e20abd5c7243851be7e9c0c8f1436640f" timestamp="1378379517"><legacyquote>[15:11:57] Анна Тарасова: </legacyquote>Но в головного будут входить все продажи дочерних компаний? то есть оценка будет по группе?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>да, т.е. в документе будет указан &quot;Головной контрагент&quot; СуммаПродаж которого будет складываться из всех контрагентов у которых указан этот &quot;Головной контрагент&quot;
annterra2|2013/09/05 11:13:46|отлично
annterra2|2013/09/05 11:14:19|я потом позвоню, после совещания
iabbliz|2013/09/05 11:14:24|ок
annterra2|2013/09/19 11:13:54|сильно занят?
iabbliz|2013/09/19 11:14:11|Привет, Аня (не знаю как лучше называть)
iabbliz|2013/09/19 11:14:26|ну наверно это лучше спросить у Самира
iabbliz|2013/09/19 11:14:29|по поводу занятости
iabbliz|2013/09/19 11:14:44|в данный момент есть задача
annterra2|2013/09/19 11:14:56|да можно Аня)))
annterra2|2013/09/19 11:15:23|блин у него опасно спрашивать))) он всегода говорит что все заняты и никого не трогать
iabbliz|2013/09/19 11:16:03|=)) думаю до конца дня буду занят точно
iabbliz|2013/09/19 11:16:14|а что надо?
annterra2|2013/09/19 11:17:40|да я все со своим СРМ...
annterra2|2013/09/19 11:18:10|я с главным разработчиком у них посоветовалась, вот чего ответил по поводу двух основных менеджеров
annterra2|2013/09/19 11:19:05|Анна Тарасова

Леша, привет, подскажи пожалуйста у меня такой запрос от клиента, УПП+CRM хочет чтобы было два основных менеджера у контрагента, и чтобы отчеты выводились по разным менеджерам. Я так понимаю что на основного менеджера много чего завязано. Делали ли вы такие доработки и на что это может повлиять. По сути на какие документы и отчеты это влияет и что потребуется дорабатывать если ставить например новый реквизит Основной менеджер 2
annterra2|2013/09/19 11:19:07|Алексей Чаплыгин



 Аня, привет! БУзе проблем. Что нужно сделать - добавить в карточку контрагента, как реквизит еще один реквизит &quot;Основной менеджер2&quot; (там уже есть один реквизит основной менеджер, который скрыт с формы) и при выборе из списка менеджеров сделать команду назначить основным менеджером 2 при этом прописывать пользователя в созданный реквизит. Никакую другую логику программы это не нарушит и можно будет отбирать во всех отчетах по этому реквизиту.
iabbliz|2013/09/19 11:20:12|<quote author="annterra2" authorname="Анна Тарасова" conversation="annterra2" guid="x74c1fab4595c0ba601ee6d1ed9d3b63f13b92688bcb8037c76778936190830b6" timestamp="1379589547"><legacyquote>[15:19:07] Анна Тарасова: </legacyquote> Аня, привет! БУзе проблем. Что нужно сделать - добавить в карточку контрагента, как реквизит еще один реквизит &quot;Основной менеджер2&quot; (там уже есть один реквизит основной менеджер, который скрыт с формы) и при выборе из списка менеджеров сделать команду назначить основным менеджером 2 при этом прописывать пользователя в созданный реквизит. Никакую другую логику программы это не нарушит и можно будет отбирать во всех отчетах по этому реквизиту.<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>ну это тотже вариант что и я предлагал
iabbliz|2013/09/19 11:20:15|НО
annterra2|2013/09/19 11:20:18|при необходимости с Лешей можно созвониться и он может дать пояснения
annterra2|2013/09/19 11:20:26|что НО?
iabbliz|2013/09/19 11:20:40|Спроси у него про тот отчет
iabbliz|2013/09/19 11:20:52|забыл как называется
iabbliz|2013/09/19 11:20:55|по менеджерам
annterra2|2013/09/19 11:21:02|показатели работы менеджера?
iabbliz|2013/09/19 11:21:04|да
iabbliz|2013/09/19 11:21:30|Как будут показываться данные в этом отчете, если будет 2 основных менджера,
annterra2|2013/09/19 11:22:00|ну так если мы в этом отчете сможем сделать выбор... основной менеджер 1 или 2
iabbliz|2013/09/19 11:22:00|Показатели связанные с продажами, задолженностью контрагентов и т.п.
annterra2|2013/09/19 11:22:23|помоги сформулировать вопрос
iabbliz|2013/09/19 11:22:35|надо отчет сформировать, сек
iabbliz|2013/09/19 11:23:14|<quote author="annterra2" authorname="Анна Тарасова" conversation="annterra2" guid="x74c1fab4595c0ba601ee6d1ed9d3b63f13b92688bcb8037c76778936190830b6" timestamp="1379589547"><legacyquote>[15:19:07] Анна Тарасова: </legacyquote> БУзе проблем<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>что это?=))
annterra2|2013/09/19 11:24:33|это без проблем)))
iabbliz|2013/09/19 11:31:40|Отчет &quot;Показатели работы менеджеров&quot;
В случае если мы добавим реквизит &quot;Основной менеджер2&quot; то как будут распределятся показатели отчета, такие как 
- ЧислоКонтрагентов,
- Выручка,
- ЧислоПродаж,
- ЧислоПервичныхПродаж
и другие 

В том случае если у одного контрагента будет указана 2 основных менджера.
iabbliz|2013/09/23 05:46:18|Привет
iabbliz|2013/09/23 05:47:53|Видимо надо расписать все показатели, которые завязаны на Карточку контрагента=)
iabbliz|2013/09/23 05:48:01|плюс даже для
iabbliz|2013/09/23 05:48:01|<quote author="annterra2" authorname="Анна Тарасова" conversation="annterra2" guid="xf544cfc8b04610dc975e09a6760e0f8a7a2a9aa3513eb0286b2a76b6fd0c36da" timestamp="1379915168"><legacyquote>[9:46:08] Анна Тарасова: </legacyquote>число контрагентов<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
iabbliz|2013/09/23 05:48:06|как разделить контрагентов?
annterra2|2013/09/23 05:48:55|ну я предполагаю что считать на до тех у которых этот менеджер указан или как менеджер 1 или как менеджер 2
iabbliz|2013/09/23 06:02:28|ну видимо он все таки не правду говорит
iabbliz|2013/09/23 06:02:35|т.к. итоговый запрос который получает данные
iabbliz|2013/09/23 06:02:56|в нем выбирается Контрагент. а из него
 Контрагенты.ОсновнойМенеджерПокупателя
iabbliz|2013/09/23 06:03:06|и по нему делается вся группировка показателей
annterra2|2013/09/23 06:03:57|хм... а можно задать условие чтоб выбиралось если он менеджер 1 или 2 если хоть одному условиюб соответствует то включать в отчет показатель
iabbliz|2013/09/23 06:04:31|Тогда в этом случае допустим сумма продаж может войти 2 раза
iabbliz|2013/09/23 06:04:43|т.е сначала для одного Менеджера потом для другого
iabbliz|2013/09/23 06:04:58|сейчас еще более предметно посмотрю отчет
annterra2|2013/09/23 06:05:04|а это не из документа?
annterra2|2013/09/23 06:05:12|посмотри пожалуйста
iabbliz|2013/09/23 06:16:42|вообщем разобрал отчет
iabbliz|2013/09/23 06:16:56|Показатели которые берутся из Отвественного лица
iabbliz|2013/09/23 06:16:57|БизнесПроцессCRM_Поручение
БизнесПроцессCRM_ЗаключениеДоговораКоличество
БизнесПроцессCRM_ПродажаКоличество
БизнесПроцессCRM_СогласованиеКоличество
БизнесПроцессCRM_СервисКоличество
БизнесПроцессCRM_МаркетинговоеМероприятиеКоличество
БизнесПроцессCRM_РазборЖалобыКоличество
КоличествоКоммерческихПредложений
КоличествоЗавершенныхСобытий
КоличествоНеЗавершенныхСобытий
КоличествоПросроченныхСобытий
iabbliz|2013/09/23 06:17:16|Показатели которые берутся из Карточки контрагента(Основной менеджер1):

СуммаВыручки
СуммаПрибыли
СуммаРучныхСкидок,
ЧислоСделок,
ЧислоКонтрагентов,
ЧислоПервыхСделок,
ВыручкаОтСделок,
СреднееЧислоСделок,
СреднееЗначениеВыручки
ЧислоЗаказов,
ЧислоОплаченныхЗаказов,
ЧислоНеоплаченныхЗаказов,
ЧислоЧастичноОплаченных,
СуммаДолга,
ЧислоДолжников,
СрокЗадолженности,
СреднийСрокЗадложенности,
СуммаПросроченногоДолга,
ЧислоПросрочившихДолжников,
ЧислоДнейПросрочки,
СреднееЧислоДнейПросрочки,
КоличествоНовыхКлиентов
iabbliz|2013/09/23 06:19:40|Итого: 
- отсюда следует что большая часть показателей, особенно важных берется именно из ОсновногоМенеджера, таким образом необходимо решить следующее
1) Как именно необходимо разделить показатель допустим СуммаВыручки, чтобы показать его для ОсновногоМенеджера1 и ОсновногоМенеджера2 чтобы они не задублировались
2) также прийдется переписать большую часть отчета
iabbliz|2013/09/24 07:09:51|<quote author="annterra2" authorname="Анна Тарасова" conversation="annterra2" guid="x166393e88ec53204593ad10dc7f3a03488a66c52659fcecf5b382488df1bf576" timestamp="1379951180"><legacyquote>[23.09.2013 19:46:20] Анна Тарасова: </legacyquote>Так.. а что сейчас нужно чтобы отчет разработать?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>Необходимо определится с тем как необходимо показывать показатели отчета (Например: СуммаВыручки) для контрагента, у котогоро установлены Менеджер1 и Менеджер2

Вариант1:   показывать для каждого менеджера ту сумму выручки что проходит в документе. При этом эта сумма будет отражена 2 раза, 1 раз для Менеджера1 и 2-ой раз для Менеджера2

Вариант2:  Каким то образом распределять сумму выручки (и другие показатели) на Менеджера1 и Менеджера2 допустим 70/30 %

Вариант3: Добавить в отчет поле составное Менеджер1 + Менеджер2 по нему показывать данные

Вариант4: свой вариант?
annterra2|2013/09/24 07:22:36|но есть еще один вариант... его делали для оругого контрагента по СРМ
annterra2|2013/09/24 07:22:43|щас перешлю на почту
iabbliz|2013/09/24 07:23:35|<quote author="annterra2" authorname="Анна Тарасова" conversation="annterra2" guid="x592ca05fd46007c96a0491628cd1eff55161296249d6dfe877ffde9bad3a03a7" timestamp="1380007329"><legacyquote>[11:22:09] Анна Тарасова: </legacyquote>мда... по хорошему сумму выручки надо брать по ответственному в документе а не по менеджеру 1 или 2. Это возможно?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>точно? всегда ли менеджер выписывает Реализации?
annterra2|2013/09/24 07:24:56|да всегда, как они говорят
iabbliz|2013/09/24 07:28:20|в этом случае посути прийдется переписать весь отчет
iabbliz|2013/09/24 07:28:34|<quote author="iabbliz" authorname="Антон Иванов" conversation="annterra2" guid="x339c0bdb1a6c7442dcf22d2871032b367fa78a6ef76801fb604b6bd56ba760cd" timestamp="1380007415"><legacyquote>[11:23:35] Антон Иванов: </legacyquote>мда... по хорошему сумму выручки надо брать по ответственному в документе а не по менеджеру 1 или 2. Это возможно?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
iabbliz|2013/09/24 07:29:05|<quote author="annterra2" authorname="Анна Тарасова" conversation="annterra2" guid="x00c8e894865fdefe4de8ccc47cf83c751312fe20968af22837aa5fcca038076e" timestamp="1380007356"><legacyquote>[11:22:36] Анна Тарасова: </legacyquote>но есть еще один вариант... его делали для оругого контрагента по СРМ
щас перешлю на почту<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>выделили Группы пользователей, их проставляли в документах и по ним собирали информацию
iabbliz|2013/09/24 07:29:07|так?
annterra2|2013/09/24 07:29:16|да
annterra2|2013/09/24 07:29:24|две группы это два отдела
annterra2|2013/09/24 07:29:49|можно посмотреть их конфу и этот готовый отчет
iabbliz|2013/09/24 07:29:52|не совсем понимаю как это связано с задачей Менеджер1 и Менеджер2
annterra2|2013/09/24 07:30:03|у Саши Жаркова есть эта конфа...
iabbliz|2013/09/24 07:31:50|сейчас задача как разделить 1 контрагента на 2 менеджеров.
у вас  же ситуация когда несколько менеджеров группируются в отделы
iabbliz|2013/09/24 07:53:20|пусть пришлет отчет в котором 
<quote author="annterra2" authorname="Анна Тарасова" conversation="annterra2" guid="x6a638aeeee40157fbce249a8e2ecf24297a7c5e2b706c417540d222b82762f17" timestamp="1380009167"><legacyquote>[11:52:47] Анна Тарасова: </legacyquote>т.к. они строятся по документам <legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
iabbliz|2013/09/24 07:53:39|может какая то новая версия?
annterra2|2013/09/24 07:54:05|да я ему писала что это не 2.0 а ред 1.4
iabbliz|2013/09/24 07:54:09|и что значит 
<quote author="annterra2" authorname="Анна Тарасова" conversation="annterra2" guid="x6a638aeeee40157fbce249a8e2ecf24297a7c5e2b706c417540d222b82762f17" timestamp="1380009167"><legacyquote>[11:52:47] Анна Тарасова: </legacyquote>Остальные показатели будут как и сейчас,<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
annterra2|2013/09/24 07:54:16|...ладно все равно новый отчет надо
iabbliz|2013/09/24 07:56:15|дебиторская задолженность берется из РН:ВзаиморасчетыСКонтрагентами
iabbliz|2013/09/24 07:56:28|он не имеет разреза по подразделениям,
annterra2|2013/09/24 07:56:45|по документам?
iabbliz|2013/09/24 07:56:55|там выбирается остаток
iabbliz|2013/09/24 07:57:01|и обороты
iabbliz|2013/09/24 07:57:29|если буду выбирать по документам, то отчет будет строится дольше намного
iabbliz|2013/09/24 07:57:52|чем больше документов тем дольше отчет выполняется
annterra2|2013/09/24 07:58:28|а если в разрезе договоров... там указывается подразделение?
iabbliz|2013/09/24 07:59:23|вроде нет там подразделения
annterra2|2013/09/24 07:59:35|Антон, напиши пожалуйста какие вообще в отчете собираются показатели, я с клиентом обсужу параметны которые они хотят анализировать
annterra2|2013/09/24 08:00:01|хотя в прошлый раз она говорили что все те же параметры хотят... что и в общем отчете
iabbliz|2013/09/24 08:01:11|по поводу показателей, скидывал ранее
iabbliz|2013/09/24 08:01:19|<quote author="iabbliz" authorname="Антон Иванов" conversation="annterra2" guid="xcaf5730678cbf54eef1da289be57718b363be13a98cdfde71198504c9e762d8e" timestamp="1379917002"><legacyquote>[23.09.2013 10:16:42] Антон Иванов: </legacyquote>вообщем разобрал отчет
Показатели которые берутся из Отвественного лица
БизнесПроцессCRM_Поручение
БизнесПроцессCRM_ЗаключениеДоговораКоличество
БизнесПроцессCRM_ПродажаКоличество
БизнесПроцессCRM_СогласованиеКоличество
БизнесПроцессCRM_СервисКоличество
БизнесПроцессCRM_МаркетинговоеМероприятиеКоличество
БизнесПроцессCRM_РазборЖалобыКоличество
КоличествоКоммерческихПредложений
КоличествоЗавершенныхСобытий
КоличествоНеЗавершенныхСобытий
КоличествоПросроченныхСобытий
Показатели которые берутся из Карточки контрагента(Основной менеджер1):

СуммаВыручки
СуммаПрибыли
СуммаРучныхСкидок,
ЧислоСделок,
ЧислоКонтрагентов,
ЧислоПервыхСделок,
ВыручкаОтСделок,
СреднееЧислоСделок,
СреднееЗначениеВыручки
ЧислоЗаказов,
ЧислоОплаченныхЗаказов,
ЧислоНеоплаченныхЗаказов,
ЧислоЧастичноОплаченных,
СуммаДолга,
ЧислоДолжников,
СрокЗадолженности,
СреднийСрокЗадложенности,
СуммаПросроченногоДолга,
ЧислоПросрочившихДолжников,
ЧислоДнейПросрочки,
СреднееЧислоДнейПросрочки,
КоличествоНовыхКлиентов<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
iabbliz|2013/09/24 08:01:41|Смотри сейчас запрос который получает данные
iabbliz|2013/09/24 08:01:43|для отчета
iabbliz|2013/09/24 08:01:51|состоит из 1600 строк Кода
iabbliz|2013/09/24 08:02:27|у нас нет данных как показывать конкретный показатель(т.е. как его разбивать)
iabbliz|2013/09/24 08:02:36|т.е. нет ТП описания к отчету
iabbliz|2013/09/24 08:03:11|в этом случае мы будем его исправлять/изменять бесконечно много раз
iabbliz|2013/09/24 08:03:48|<quote author="iabbliz" authorname="Антон Иванов" conversation="annterra2" guid="xd0816cb49c87727a43180ea5b1c19594d1901651917f083a891326d809367256" timestamp="1380009711"><legacyquote>[12:01:51] Антон Иванов: </legacyquote>состоит из 1600 строк Кода<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>Плюс нам надо не просто добавить какой то дополнительный признак
iabbliz|2013/09/24 08:04:03|нам необходимо будет разобрать каждый показатель и переписать его получение
iabbliz|2013/09/24 08:04:32|вообщем как бы это не превратилось в бесконечность
annterra2|2013/09/24 08:04:34|охренеть... пардон но как бы это упростить...
iabbliz|2013/09/24 08:06:31|да в том и дело, что особо не получится упросить.

Необходимо ТЗ к отчету, в котором расписать каждый показатель как он должен распределяться на менеджеров
annterra2|2013/09/24 08:06:41|значит надо предложить другой вариант...
annterra2|2013/09/24 08:06:47|уф...
iabbliz|2013/09/24 08:08:06|отчет большой... поэтому если не будет ТЗ врятли что то хорошее из этого выйдет...
iabbliz|2013/09/24 08:08:42|может им действительно не все показатели будут нужны?
annterra2|2013/09/24 08:09:38|а с этимим показателями вопросов не возникнет? 
