author|0|body_xml
iabbliz|2013/09/27 06:01:43|<quote author="svetikmml" authorname="Светлана" conversation="svetikmml" guid="xbffa227a11edf2bc6f3f193b9e24b45a6b5da16e359d43827b90b3141ba11a79" timestamp="1380261682"><legacyquote>[10:01:22] Светлана: </legacyquote>ну и правильно, не за кого у вас там болеть.<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>провакационно=)
iabbliz|2013/09/27 06:02:02|футбол не смотрю=)
svetikmml|2013/09/27 06:04:10|ага, поняла. Скучно жить стало, ни одного болельщика, чтоб сходить в кино, надо стать женой, чтоб в театр, дак там вообще не знаю, что нужно сделать.
iabbliz|2013/09/27 06:04:32|<ss type="laugh">:D</ss>
svetikmml|2013/09/27 06:06:39|а еще кругом одни итальянцы
svetikmml|2013/09/27 06:08:25|фигня всё, просто спать хочется и на работе не к кому поприставать
iabbliz|2013/09/27 06:10:05|ясно=)
svetikmml|2013/09/27 06:15:15|ты там про хранилище спрашивал, я понятно ответила?
iabbliz|2013/09/27 06:18:44|да
iabbliz|2013/09/27 06:18:52|а ты по ТИму в бме?
iabbliz|2013/09/27 06:18:54|сейчас
svetikmml|2013/09/27 06:19:10|нет не я
iabbliz|2013/10/01 14:10:35|Привет
svetikmml|2013/10/01 14:10:44|ты мне нужен )
svetikmml|2013/10/01 14:11:45|есть база процессного теста, ее надо обновить из хранилища ) Я щас как наделаю дел, потом меня подвесят. Я открыла на ноуте базу и подключаю к хранилищу
iabbliz|2013/10/01 14:12:26|=) дык я ту базу тоже не обновлял не разу=)
iabbliz|2013/10/01 14:12:30|всмысле через хранилище
iabbliz|2013/10/01 14:12:36|ты уже подключилась к хранилищу?
svetikmml|2013/10/01 14:12:51|она ж долго подключается
svetikmml|2013/10/01 14:14:00|а я ничего не натворю?) ))
iabbliz|2013/10/01 14:14:58|нуу=) сложно сказать
iabbliz|2013/10/01 14:15:55|последовательность такая
1) Подключаешься к хранилищу
2) далее Конфигурация-Хранилище-Обновить конфигурацию из хранилища;
3) Обновить базу
svetikmml|2013/10/01 14:16:04|ну это я умею ))
svetikmml|2013/10/01 14:16:32|просто я эту базу не обновляла
iabbliz|2013/10/01 14:21:07|я тоже=)
