author|0|body_xml
iabbliz|2013/04/03 06:02:50|помойму можно гноммо заспойлить
xxxdarkdeadxx|2013/04/03 06:02:51|ага но ты не ответил
iabbliz|2013/04/03 06:03:04|или на рынке купи
iabbliz|2013/04/03 06:03:08|тебе нужен 1
iabbliz|2013/04/03 06:03:16|и обычно гномы сидят на крафте
xxxdarkdeadxx|2013/04/03 06:03:47|у вы Л2 сейчас дохлая нет такого как раньше
iabbliz|2013/04/03 06:04:20|где играешь
xxxdarkdeadxx|2013/04/03 06:04:27|абусс
iabbliz|2013/04/03 06:04:36|имхо лучше Asterios
xxxdarkdeadxx|2013/04/03 06:04:51|нее мне там не понравилось очень
iabbliz|2013/04/03 06:04:54|лучше бы уж если начали играть
iabbliz|2013/04/03 06:05:01|поиграй в Rift
iabbliz|2013/04/03 06:05:10|ща некоторые сокланы бывшие
iabbliz|2013/04/03 06:05:14|упс не Rift
iabbliz|2013/04/03 06:05:16|а Terra
xxxdarkdeadxx|2013/04/03 06:05:17|ччто это таое рифт
xxxdarkdeadxx|2013/04/03 06:05:27|сервер такой
iabbliz|2013/04/03 06:05:32|Игра такая
iabbliz|2013/04/03 06:08:04|они тут играют
iabbliz|2013/04/03 06:08:04|tera-enmasse.com
iabbliz|2013/04/03 06:08:31|что то не ту ссылку мне скинули=)
xxxdarkdeadxx|2013/04/03 06:08:51|тут com а ru нет
iabbliz|2013/04/03 06:09:29|ща проверят
iabbliz|2013/04/03 06:09:58|<a href="http://tera.enmasse.com/">http://tera.enmasse.com/</a>
iabbliz|2013/04/03 06:09:59|во тут
iabbliz|2013/04/03 06:11:26|могу дать аську расскажу
iabbliz|2013/04/03 06:11:29|расскажут
iabbliz|2013/04/03 06:11:35|я ж не знаю че там
xxxdarkdeadxx|2013/04/03 06:11:54|да ну тут останусь в л2
xxxdarkdeadxx|2013/04/03 06:16:23|у меня тут 2 перса уже 60+
xxxdarkdeadxx|2013/04/03 06:16:34|ше и берс
iabbliz|2013/04/03 10:33:39|ага там
xxxdarkdeadxx|2013/04/03 10:33:55|Нравится город
iabbliz|2013/04/03 10:34:17|да чет не спрашивал
iabbliz|2013/04/03 10:34:23|ищет работу...
iabbliz|2013/04/03 10:34:48|в банк
iabbliz|2013/04/03 10:34:52|он же в банке тут работал
xxxdarkdeadxx|2013/04/03 10:35:32|Так в сбербанке всегда набор вот только без официальной регистрации туда не берут
iabbliz|2013/04/11 09:00:14|Привет
xxxdarkdeadxx|2013/04/11 09:01:00|Вчера в линейке рейд по РБ сделал за 2 часа положили 7 штук
iabbliz|2013/04/11 10:22:45|Круто
iabbliz|2013/04/11 10:22:47|задрот=)
iabbliz|2013/04/19 08:05:00|Привет=)
iabbliz|2013/04/19 08:06:25|Да пока нет вроде
iabbliz|2013/04/19 08:06:45|у тебя как?
iabbliz|2013/06/06 08:31:25|Привет
iabbliz|2013/06/06 08:31:27|да просто=)
iabbliz|2013/06/06 08:31:37|пиво пил, это ж неделю назад было
iabbliz|2013/06/06 08:31:38|=)
xxxdarkdeadxx|2013/06/06 08:32:20|А я работал все время вчера закончили аудит и раслабон опять пошел
iabbliz|2013/06/06 08:32:30|=))
iabbliz|2013/06/06 08:32:34|ясно
iabbliz|2013/06/06 08:33:38|<ss type="smile">:)</ss>
iabbliz|2013/06/06 08:33:47|не, я завтра
iabbliz|2013/06/06 08:33:52|брат приезжает еще=)
xxxdarkdeadxx|2013/06/06 08:34:12|Я завтра работаю
iabbliz|2013/07/03 10:14:20|Как отдохнул?
xxxdarkdeadxx|2013/07/03 10:15:01|Хорошо
iabbliz|2013/07/03 10:15:14|Куда ездили?
iabbliz|2013/07/03 10:15:18|Анапа?
iabbliz|2013/07/03 10:15:29|Как там море?
xxxdarkdeadxx|2013/07/03 10:15:41|Под Анаппу в витезево теплое
iabbliz|2013/07/03 10:16:06|Пляж камни?
xxxdarkdeadxx|2013/07/03 10:16:10|Песок
iabbliz|2013/07/03 10:16:14|До море далеко?
xxxdarkdeadxx|2013/07/03 10:16:33|5-7 минут пешком по прямой
iabbliz|2013/07/03 10:16:38|Это поселок?
iabbliz|2013/07/03 10:16:56|Большой?
xxxdarkdeadxx|2013/07/03 10:16:58|Да там в основном отели стоят
xxxdarkdeadxx|2013/07/03 10:17:04|Нет
xxxdarkdeadxx|2013/07/03 10:17:33|Он просто растянут в Доль побережья
iabbliz|2013/07/03 10:18:57|Клаасс
iabbliz|2013/07/03 10:20:15|Егор у тебя?
xxxdarkdeadxx|2013/07/03 10:20:38|В Москве в командировке живет в гостинице
iabbliz|2013/07/03 10:20:58|Ясно привет ему
iabbliz|2013/07/03 10:21:03|Передавай
iabbliz|2013/07/03 10:21:24|Вы туда на поезде?
iabbliz|2013/07/03 10:21:27|Ездили
xxxdarkdeadxx|2013/07/03 10:21:46|Тебе описать весь мой маршрут
iabbliz|2013/07/03 10:22:05|Да
iabbliz|2013/07/03 10:24:00|Ух е накатался?
xxxdarkdeadxx|2013/07/03 10:24:02|Поезд витезево Ростов был
xxxdarkdeadxx|2013/07/03 10:24:12|Ага
iabbliz|2013/09/24 11:22:47|я тут
iabbliz|2013/09/24 11:22:53|по скайпу разговаривал
xxxdarkdeadxx|2013/09/24 11:24:08|привет
xxxdarkdeadxx|2013/09/24 11:24:31|я узнал автобус ходит каждый день в 7 утра
iabbliz|2013/09/24 11:24:58|в 7 утра уходит из волгодонска?
xxxdarkdeadxx|2013/09/24 11:25:06|да
xxxdarkdeadxx|2013/09/24 11:25:20|я знаю жесть
iabbliz|2013/09/24 11:25:22|так осталось определится когда можно будет заехать взять передачку
xxxdarkdeadxx|2013/09/24 11:25:51|ты можешь заехать в любой день а передать на следующий
xxxdarkdeadxx|2013/09/24 11:26:15|я скажу тебе сегодня вечером бабуле звякну
iabbliz|2013/09/25 08:20:45|напиши когда появишься
xxxdarkdeadxx|2013/09/25 08:38:36|тут
xxxdarkdeadxx|2013/09/26 09:19:37|ты тут
iabbliz|2013/09/26 09:19:50|да
iabbliz|2013/09/26 09:19:53|забрал пакет
iabbliz|2013/09/26 09:20:55|ничего не слышу)
xxxdarkdeadxx|2013/09/26 09:21:04|что то лагает
