author|0|body_xml
iabbliz|2013/02/12 05:39:17|это не проблема
sanek13666|2013/02/12 05:39:44|где вз€ть? куда скинешь?
iabbliz|2013/02/12 05:39:49|или у теб€ только лицензионное ѕќ?
iabbliz|2013/02/12 05:39:59|у теб€ дома ќ—ь кака€?
sanek13666|2013/02/12 05:40:00|все ломаное
sanek13666|2013/02/12 05:40:05|цшт7
sanek13666|2013/02/12 05:40:08|win7
iabbliz|2013/02/12 05:40:08|32?
sanek13666|2013/02/12 05:40:12|eue
sanek13666|2013/02/12 05:40:14|угу
iabbliz|2013/02/12 05:40:38|на 64 оказываетс€  по другому ломаетс€ обнаружил €=)
iabbliz|2013/02/12 05:40:52|смотри
iabbliz|2013/02/12 05:40:54|в ƒ¬Ќƒ
iabbliz|2013/02/12 05:40:59|бери саму 1с
iabbliz|2013/02/12 05:41:14|8.2. тратата
iabbliz|2013/02/12 05:41:20|а ломалку ща выложу куда нить
sanek13666|2013/02/12 05:41:25|ок
sanek13666|2013/02/12 05:41:27|спасибо
iabbliz|2013/02/12 05:41:33|Ќе за что=)
iabbliz|2013/02/12 05:44:30|мб в скайп пр€м кинуть?
sanek13666|2013/02/12 05:44:48|давай
iabbliz|2013/02/12 05:45:00|<files alt="отправил (-а) файл &quot;¬јрхиве„итайReadME.zip&quot;">
<file size="6864180" index="0">¬јрхиве„итайReadME.zip</file></files>
iabbliz|2013/02/12 05:45:09|пароль: pusk
iabbliz|2013/02/12 10:08:05|—ан€ скинь скрипт старый который на VBS был
iabbliz|2013/02/12 10:08:10|архив снимал
iabbliz|2013/02/12 13:05:03|уже не надо =)
iabbliz|2013/02/12 13:05:06|пока не надо=)
sanek13666|2013/02/12 13:05:28|€ на + был.... тока приехал
iabbliz|2013/02/12 13:05:42|так и пон€л
iabbliz|2013/02/25 05:52:10|в ƒ¬Ќƒ
iabbliz|2013/02/25 05:52:12|лежит
sanek13666|2013/02/25 05:52:23|€ знаю... уже сделал
sanek13666|2013/02/27 03:51:28|”тро доброе! как дела твои?
iabbliz|2013/02/27 04:37:27|ѕривет
iabbliz|2013/02/27 04:37:30|пойдет
iabbliz|2013/02/27 04:37:54|” теб€ как?
sanek13666|2013/02/27 04:39:36|да в последнее врем€ чет не высыпаюсь... € уже деньги на удочки начал откладывать
sanek13666|2013/02/27 04:39:59| ак тебе работа? все ли нравитс€?
iabbliz|2013/02/27 04:40:19|работа нравитс€ загрузка нормальна€
iabbliz|2013/02/27 04:40:31|новое посто€нно что то делаю
iabbliz|2013/02/27 04:40:49|пока в ћоскве был, пон€л как же классно дома работать
iabbliz|2013/02/27 04:41:07|2.5 часа в день тратил на дорогу
sanek13666|2013/02/27 04:41:15|пипец
sanek13666|2013/02/27 04:41:28|€ ипотеку оформл€ю...
iabbliz|2013/02/27 04:41:40|даже не знаю поздравл€ть ли
iabbliz|2013/02/27 04:41:47|ипотека вешь така€=)
sanek13666|2013/02/27 04:42:03|но без нее в моем случае ни как..
iabbliz|2013/02/27 04:42:12|согласен
iabbliz|2013/02/27 04:42:22|как девка нова€?
sanek13666|2013/02/27 04:43:02|ну мне ж сней не..... а как программист не знаю
iabbliz|2013/02/27 04:43:08|=))))
sanek13666|2013/02/27 04:43:12|ну так симпатична€
iabbliz|2013/02/27 04:43:14|не зарекайс€=)
iabbliz|2013/02/27 04:45:04| оллектив на работе дружный
iabbliz|2013/02/27 04:45:40|когда 23 феврал€ поздравл€ли девки стихи читали, директор там тоже был, с ним все на равных разговаривают
iabbliz|2013/02/27 05:22:01|razdolie.ru/
iabbliz|2013/03/13 10:03:03|привет
iabbliz|2013/03/13 10:03:17|пойдет, у теб€ как?
iabbliz|2013/03/13 10:04:01|можно
iabbliz|2013/03/13 10:04:06|телефон ? скайп?
iabbliz|2013/03/13 10:04:24|ок
iabbliz|2013/03/14 07:44:04|—ан€
iabbliz|2013/03/14 07:44:06|тут?
iabbliz|2013/03/14 07:45:33|если будешь праздновать ƒ–, может женю(кась€нова)  позавем? или не хошь? ѕоржем... если не хошь, не надо=)
iabbliz|2013/03/14 07:45:58|это € так спрашиваю не нав€зываю.
iabbliz|2013/03/14 07:46:05|интересуюсь=)
iabbliz|2013/03/14 07:46:37|давай € спрошу, если договоритесь что у нее
iabbliz|2013/03/14 07:47:26|почему?
sanek13666|2013/03/14 07:47:31|да € шучу
iabbliz|2013/03/14 07:47:33|сказал нахер мне нужны эти дебилы?
iabbliz|2013/03/14 07:47:37|сказала*
iabbliz|2013/03/14 07:47:40|=))
iabbliz|2013/03/14 07:47:47|интонации —кайп не передает
iabbliz|2013/03/14 07:48:04|.. сервер ребут€т...
iabbliz|2013/03/14 07:48:07|отдыхаю
iabbliz|2013/03/14 07:48:09|заебую
iabbliz|2013/03/14 07:48:10|=)
sanek13666|2013/03/14 07:48:20|как вообще работаетс€
sanek13666|2013/03/14 07:48:26|?
iabbliz|2013/03/14 07:48:32|да вроде пока нравитс€
iabbliz|2013/03/14 07:48:36|«ѕ пришла, не обманули
iabbliz|2013/03/14 07:48:40|загрузка полна€
iabbliz|2013/03/14 07:48:47|задачи интересные
sanek13666|2013/03/14 07:48:51|круто
sanek13666|2013/03/14 07:49:27|а € вторую неделю с текучки не могу свалить... куча жоп везде.... некогда оптикой заниматьс€
iabbliz|2013/03/14 07:49:34|задачи разные ,есть простые есть сложные
iabbliz|2013/03/14 07:49:37|=(((
sanek13666|2013/03/14 07:50:06|на рыбалку готовишьс€?
iabbliz|2013/03/14 07:50:09|помнишь ты кидал жизнь разработчика
sanek13666|2013/03/14 07:50:15|да
iabbliz|2013/03/14 07:50:17|там когад чужой код
iabbliz|2013/03/14 07:50:20|смотрит чувак
sanek13666|2013/03/14 07:50:29|ага...ржач
sanek13666|2013/03/14 07:50:36|негр который
iabbliz|2013/03/14 07:50:45|во во
iabbliz|2013/03/14 07:50:47|€ вот он
iabbliz|2013/03/14 07:50:49|сейчас
iabbliz|2013/03/14 07:50:50|=))
iabbliz|2013/03/14 07:51:12|сейчас внедрение идет программы ”ѕѕ в которую они допиливали доработки полгода
iabbliz|2013/03/14 07:51:17|а € ошибки исправл€ю
iabbliz|2013/03/14 07:51:22|которые по€вл€ютс€
iabbliz|2013/03/14 07:54:55|—ан€ она не против
iabbliz|2013/03/14 07:55:11|€ спрошу у жени?
iabbliz|2013/03/14 07:55:17|или сам?
sanek13666|2013/03/14 07:55:26|ок... спрашивай
iabbliz|2013/03/14 07:56:13|или ты не хошь?
iabbliz|2013/03/14 07:56:20|если не хошь нахер
sanek13666|2013/03/14 07:56:30|€ не против...
iabbliz|2013/03/14 07:56:44|3 точки настораживают=)
iabbliz|2013/03/14 07:56:48|в каждом предложении=)
sanek13666|2013/03/14 07:57:09|...
sanek13666|2013/03/14 07:57:31|это просто привычка...
iabbliz|2013/03/14 08:05:09|он согласен
iabbliz|2013/03/14 09:12:25|там и
iabbliz|2013/03/14 09:12:35|случайно там и
iabbliz|2013/03/14 09:12:35|=)
iabbliz|2013/03/15 06:31:27|∆ен€ в отказ пошел, не прийдет=)
iabbliz|2013/03/15 06:31:32|ѕривет
sanek13666|2013/03/15 06:31:53|привет
sanek13666|2013/03/15 06:31:59|так
iabbliz|2013/03/15 06:32:09|а хз=)
iabbliz|2013/03/20 06:55:25|ѕривет
iabbliz|2013/03/20 06:55:31|во сколько сегодн€?
sanek13666|2013/03/20 06:55:42|сразу после работы
iabbliz|2013/03/20 06:55:59|у мен€ это 18:30
iabbliz|2013/03/20 06:56:00|=)
iabbliz|2013/03/20 06:56:07|как закончу и поеду
sanek13666|2013/03/20 06:56:22|давай... не задерживайс€
iabbliz|2013/03/28 04:49:20|ѕривет
iabbliz|2013/03/28 04:49:22|как погодка?
sanek13666|2013/03/28 04:49:50|ест пару минут... можно позвонить?
sanek13666|2013/03/28 04:49:53|есть
iabbliz|2013/03/28 04:49:55|да
iabbliz|2013/04/02 07:06:07| ¬Ќ смотрел?
iabbliz|2013/04/02 07:06:12|в воскресенье который был
sanek13666|2013/04/02 07:09:36|привет
sanek13666|2013/04/02 07:09:38|ага
iabbliz|2013/04/02 07:09:48|мен€ порвало
iabbliz|2013/04/02 07:09:55|союз молодцы
sanek13666|2013/04/02 07:10:27|да... остальные че то не очень
iabbliz|2013/05/04 05:51:15|ѕривет
iabbliz|2013/05/06 04:42:15|ѕривет
sanek13666|2013/05/06 04:42:30|привет
iabbliz|2013/05/06 04:42:59|как жизнь?
iabbliz|2013/05/06 04:43:04|когда на рыбалку?
sanek13666|2013/05/06 04:43:46|норм... работа зае...  а когда хочешь на рыбалку?
iabbliz|2013/05/06 04:43:58|мб 10?
iabbliz|2013/05/06 04:44:03|или 9
iabbliz|2013/05/06 04:44:09|правда хз куда
iabbliz|2013/05/06 04:44:17|и снастей еще нету у мен€=)
sanek13666|2013/05/06 04:44:32|да € на эти выходные девушке пообещал к ее родител€м съездить
iabbliz|2013/05/06 04:44:47|ок=)
sanek13666|2013/05/06 04:44:47|€ тож еще снасти не купил
iabbliz|2013/05/06 04:44:59|че там —ерега съехал уже?
sanek13666|2013/05/06 04:45:03|да и одну удочку еще не собрал
sanek13666|2013/05/06 04:46:01|пока нет...
sanek13666|2013/05/06 04:46:09|кабинет еще ремонтируют
sanek13666|2013/05/06 04:46:49|€ тут в легком ахуе... хз что будет когда “ан€ уйдет
iabbliz|2013/05/06 04:47:16|хуево будет...
iabbliz|2013/05/06 04:47:23|но имхо “ане уже пора
iabbliz|2013/05/06 04:47:29|сколько можно терпеть унижени€ и т.п.
sanek13666|2013/05/06 04:47:37|согласен полностью
iabbliz|2013/05/06 04:49:29|—ан€ а тебе фантастика нравитс€?
iabbliz|2013/05/06 04:49:43|а то мне не с кем в кино сходить на —тар“рэк
iabbliz|2013/05/06 04:49:46|¬озмездие
sanek13666|2013/05/06 04:50:46|нравитс€... сам хотел бы... тока не знаю когда
iabbliz|2013/05/06 04:50:58|<a href="http://www.kinopoisk.ru/film/455165/">http://www.kinopoisk.ru/film/455165/</a>
iabbliz|2013/05/06 04:51:17|16 ма€ премьера
iabbliz|2013/05/31 16:31:44|тут?
iabbliz|2013/06/03 05:03:03|ѕривет
sanek13666|2013/06/03 05:03:19|«дорово
iabbliz|2013/06/03 05:03:34| ак дела?
iabbliz|2013/06/03 05:03:41|на рыбалку в этом году идем?=)
iabbliz|2013/06/03 05:04:38|или не до рыбалки?
sanek13666|2013/06/03 05:05:39|да хотелось бы
sanek13666|2013/06/03 05:05:44|только когда
iabbliz|2013/06/03 05:06:34|суббота?
iabbliz|2013/06/03 05:07:29|она на этой неделе?
iabbliz|2013/06/03 05:07:35|приедет
sanek13666|2013/06/03 05:08:46|ну она мне так вчера сказала
iabbliz|2013/06/03 05:09:49|вчера ходил в кино
iabbliz|2013/06/03 05:09:52|один
iabbliz|2013/06/03 05:09:57|на стартрэк=)
sanek13666|2013/06/03 05:13:56|и как?
iabbliz|2013/06/03 05:14:11|нормально
iabbliz|2013/06/03 05:14:16|в духе первой части
iabbliz|2013/06/10 06:36:43|привет
iabbliz|2013/06/10 06:36:51|горло першит
iabbliz|2013/06/10 06:36:55|а так вроде более менее
iabbliz|2013/06/10 06:38:00|у теб€ как?
sanek13666|2013/06/10 06:38:22|все норм... не выспалс€ толлько
iabbliz|2013/06/10 06:40:46|во сколько лег?
sanek13666|2013/06/10 06:41:27|после 12
iabbliz|2013/06/13 04:32:01|ѕривет
iabbliz|2013/06/13 04:32:14|—ан€ слушай а можно как то увеличить сигнал радиотелефона
sanek13666|2013/06/13 04:33:20|привет
sanek13666|2013/06/13 04:33:29|ну в теории можно
sanek13666|2013/06/13 04:33:44|надо только в нете порыскать
iabbliz|2013/06/13 04:56:38|посмотрел нету=(
iabbliz|2013/06/13 05:43:06|—ан€ видел новый интерфейс ios7
iabbliz|2013/06/13 05:43:08|?=)
iabbliz|2013/06/13 05:43:27|“акого троллинга “ан€ бы не выдержала если мы были в алмазе=)
sanek13666|2013/06/28 08:53:56|сам в шок
iabbliz|2013/06/28 08:54:06|—лушай может быть на след.выходных у мен€ соберемс€?
sanek13666|2013/06/28 08:54:22|а каким составом?
iabbliz|2013/07/04 05:24:45|тут?
iabbliz|2013/07/04 07:56:31|пока борюсь еще, потом если что напишу
iabbliz|2013/07/04 07:56:39|пхп так и не заработал
iabbliz|2013/07/04 07:56:48|говор€т на ¬ин7 64 Ѕита есть особенности
sanek13666|2013/07/04 07:56:54|denwer пробовал?
iabbliz|2013/07/04 07:57:05|толи нужен јпач толи пхп под 64 бита
iabbliz|2013/07/04 07:57:07|хз вообщем
iabbliz|2013/07/04 07:57:09|пока нет
iabbliz|2013/07/04 07:57:17|вроде кое что со стороны 1с накопали
iabbliz|2013/07/04 07:57:40|пока эту версию провер€ю, как только закончатс€ мысли=) тогда пойду денвер ставить
sanek13666|2013/07/04 07:57:50|€сно
iabbliz|2013/07/05 07:39:11|ѕросто сегодн€ к ∆ене подруги прийдут, приходи просто быстро пиво попьме с рыбой=)
iabbliz|2013/07/05 07:39:16|попьем*
iabbliz|2013/07/05 07:40:47|ага
iabbliz|2013/07/05 13:13:17|<ss type="rofl">(rofl)</ss>
sanek13666|2013/07/05 13:13:24|<files alt="отправил (-а) файл &quot;ѕоинт.jpg&quot;">
<file size="139959" index="0" tid="175872984">ѕоинт.jpg</file></files>
iabbliz|2013/07/05 13:13:34|=)))
iabbliz|2013/07/05 13:13:37|—ан€
iabbliz|2013/07/05 13:13:42|ƒавай код ѕ’ѕ выполним=)
sanek13666|2013/07/05 13:13:56|давай скидывай
iabbliz|2013/07/05 13:13:56|видимо мои настройки с настройками ƒенвера не срослись
iabbliz|2013/07/05 13:13:57|=)
iabbliz|2013/07/05 13:14:33|<a href="http://www.drebedengi.ru/?module=soap&amp;action=soapTest">http://www.drebedengi.ru/?module=soap&amp;action=soapTest</a>
iabbliz|2013/07/05 13:14:59|“ам надо включить библиотеку в ѕ’ѕ
iabbliz|2013/07/05 13:15:02|дл€ SoapClient
sanek13666|2013/07/05 13:15:22|€ из дома тогда посмотрю..... ок?
iabbliz|2013/07/05 13:15:27|да
iabbliz|2013/07/05 13:15:36|extension=php_soap.dll
iabbliz|2013/07/05 13:15:45|вот эту строку надо добавить
iabbliz|2013/07/05 13:15:47|<a href="http://habrahabr.ru/post/38370/">http://habrahabr.ru/post/38370/</a>
iabbliz|2013/07/05 13:16:13|интересует выполнение вот этой функции print_r($client-&gt;getCurrencyList(&apos;demo_api&apos;, &apos;<a href="mailto:demo@example.com">demo@example.com</a>&apos;, &apos;demo&apos;));
sanek13666|2013/07/05 13:17:47|пока ни чего не подключал.... выдало следующее
iabbliz|2013/07/05 13:18:17|заккоментируй  print_r($client-&gt;__getFunctions());
iabbliz|2013/07/05 13:18:21|и оставь
iabbliz|2013/07/05 13:18:25|// print_r($client-&gt;getCurrencyList(&apos;demo_api&apos;, &apos;<a href="mailto:demo@example.com">demo@example.com</a>&apos;, &apos;demo&apos;));
sanek13666|2013/07/05 13:20:58|SOAP function list: Array ( [0] =&gt; Array ( [id] =&gt; 17 [name] =&gt; ???µ?????µ [course] =&gt; 0.218132 [code] =&gt; KZT [family_id] =&gt; 5 [is_default] =&gt; f [is_autoupdate] =&gt; t [is_hidden] =&gt; f ) [1] =&gt; Array ( [id] =&gt; 657944 [name] =&gt; NИN??± [course] =&gt; 6.54396 [code] =&gt; 683 [family_id] =&gt; 5 [is_default] =&gt; t [is_autoupdate] =&gt; f [is_hidden] =&gt; f ) [2] =&gt; Array ( [id] =&gt; 19 [name] =&gt; EUR [course] =&gt; 43.0954 [code] =&gt; EUR [family_id] =&gt; 5 [is_default] =&gt; f [is_autoupdate] =&gt; t [is_hidden] =&gt; f ) [3] =&gt; Array ( [id] =&gt; 20 [name] =&gt; ??NИ?? [course] =&gt; 4.06753 [code] =&gt; UAH [family_id] =&gt; 5 [is_default] =&gt; f [is_autoupdate] =&gt; t [is_hidden] =&gt; f ) [4] =&gt; Array ( [id] =&gt; 18 [name] =&gt; USD [course] =&gt; 33.1605 [code] =&gt; USD [family_id] =&gt; 5 [is_default] =&gt; f [is_autoupdate] =&gt; t [is_hidden] =&gt; f ) ) Record list: Array ( [53133] =&gt; Array ( [id] =&gt; 53133 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40011 [sum] =&gt; -2000 [operation_date] =&gt; 2013-07-05 18:43:10 [comment] =&gt; ???∞NИN?NИN?NВ???∞ [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [25773081] =&gt; Array ( [id] =&gt; 25773081 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40001 [sum] =&gt; -300000 [operation_date] =&gt; 2013-07-05 12:42:00 [comment] =&gt; [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [53131] =&gt; Array ( [id] =&gt; 53131 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40024 [sum] =&gt; -30000 [operation_date] =&gt; 2013-07-05 12:38:38 [comment] =&gt; ?±NИ?∞NВN? ???∞ ?????±???їN???NЛ?? [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [25769819] =&gt; Array ( [id] =&gt; 25769819 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40036 [sum] =&gt; 100000 [operation_date] =&gt; 2013-07-05 12:32:00 [comment] =&gt; ?Ч?∞NИ???ї?∞NВ?∞ [currency_id] =&gt; 18 [is_duty] =&gt; f [operation_type] =&gt; 2 ) [25772839] =&gt; Array ( [id] =&gt; 25772839 [place_id] =&gt; 40032 [budget_object_id] =&gt; 41061 [sum] =&gt; -50000 [operation_date] =&gt; 2013-07-05 12:29:00 [comment] =&gt; [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [25774433] =&gt; Array ( [id] =&gt; 25774433 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40050 [sum] =&gt; -2200 [operation_date] =&gt; 2013-07-05 12:02:00 [comment] =&gt; [currency_id] =&gt; 18 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [25770260] =&gt; Array ( [id] =&gt; 25770260 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40029 [sum] =&gt; -100000 [operation_date] =&gt; 2013-07-05 10:46:00 [comment] =&gt; [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [25766483] =&gt; Array ( [id] =&gt; 25766483 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40011 [sum] =&gt; -1800 [operation_date] =&gt; 2013-07-05 09:27:00 [comment] =&gt; [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [25767265] =&gt; Array ( [id] =&gt; 25767265 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40001 [sum] =&gt; -15000 [operation_date] =&gt; 2013-07-05 08:27:00 [comment] =&gt; [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [25766477] =&gt; Array ( [id] =&gt; 25766477 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40037 [sum] =&gt; 1000 [operation_date] =&gt; 2013-07-05 06:26:00 [comment] =&gt; [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 2 ) [25766472] =&gt; Array ( [id] =&gt; 25766472 [place_id] =&gt; 40032 [budget_object_id] =&gt; 41061 [sum] =&gt; -1000 [operation_date] =&gt; 2013-07-05 06:26:00 [comment] =&gt; [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [25766466] =&gt; Array ( [id] =&gt; 25766466 [place_id] =&gt; 40032 [budget_object_id] =&gt; 41061 [sum] =&gt; -1050 [operation_date] =&gt; 2013-07-05 06:25:00 [comment] =&gt; [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [25766465] =&gt; Array ( [id] =&gt; 25766465 [place_id] =&gt; 40032 [budget_object_id] =&gt; 41061 [sum] =&gt; -1050 [operation_date] =&gt; 2013-07-05 06:25:00 [comment] =&gt; [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [52392] =&gt; Array ( [id] =&gt; 52392 [place_id] =&gt; 41439 [budget_object_id] =&gt; 40036 [sum] =&gt; 2374000 [operation_date] =&gt; 2013-07-05 01:18:55 [comment] =&gt; ?∞???∞??N? ?Ј?∞ ??NИ??N??їNЛ?? ???µN?.. ???∞?ї?? ???Ј-?Ј?∞ ??NВ??N?N????∞. [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 2 ) [48360] =&gt; Array ( [id] =&gt; 48360 [place_id] =&gt; 41439 [budget_object_id] =&gt; 40036 [sum] =&gt; 2572100 [operation_date] =&gt; 2013-07-05 01:18:04 [comment] =&gt; ?Ј?∞ ??NИ??N??їNЛ?? ???µN?N?NЖ ????NЗ?µ??N?-NВ?? ???µ??N?N??µ. ???∞???? NИ?∞?Ј???±NИ?∞NВN?N?N?. [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 2 ) [53132] =&gt; Array ( [id] =&gt; 53132 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40009 [sum] =&gt; -16000 [operation_date] =&gt; 2013-07-05 01:03:35 [comment] =&gt; N???N???N????? [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [25764194] =&gt; Array ( [id] =&gt; 25764194 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40010 [sum] =&gt; -1300 [operation_date] =&gt; 2013-07-05 00:22:00 [comment] =&gt; ?∞ [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [53115] =&gt; Array ( [id] =&gt; 53115 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40046 [sum] =&gt; -35500 [operation_date] =&gt; 2013-07-04 23:34:34 [comment] =&gt; ?????????∞ NВ??NИ?????ЈN?NЕ?∞ [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [53117] =&gt; Array ( [id] =&gt; 53117 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40008 [sum] =&gt; -25000 [operation_date] =&gt; 2013-07-04 19:48:45 [comment] =&gt; NДN?NВ?±???ї???∞ [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [53114] =&gt; Array ( [id] =&gt; 53114 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40017 [sum] =&gt; -3300 [operation_date] =&gt; 2013-07-04 02:24:16 [comment] =&gt; ???∞N?NВ?∞ [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [53112] =&gt; Array ( [id] =&gt; 53112 [place_id] =&gt; 40034 [budget_object_id] =&gt; 40032 [sum] =&gt; -100000 [operation_date] =&gt; 2013-07-04 02:13:59 [comment] =&gt; [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 4 [server_move_id] =&gt; 53111 ) [53111] =&gt; Array ( [id] =&gt; 53111 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40034 [sum] =&gt; 100000 [operation_date] =&gt; 2013-07-04 02:13:59 [comment] =&gt; [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 4 [server_move_id] =&gt; 53112 ) [53128] =&gt; Array ( [id] =&gt; 53128 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40009 [sum] =&gt; -1300 [operation_date] =&gt; 2013-07-03 22:10:00 [comment] =&gt; [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [53116] =&gt; Array ( [id] =&gt; 53116 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40002 [sum] =&gt; -28400 [operation_date] =&gt; 2013-07-03 19:37:00 [comment] =&gt; ?±?∞???∞??NЛ ???їN??±???????∞ ???∞??N?N?NВ?∞ ????????????NИNЛ ????N?NИNЖNЛ [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [52969] =&gt; Array ( [id] =&gt; 52969 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40018 [sum] =&gt; -7300 [operation_date] =&gt; 2013-07-02 23:22:19 [comment] =&gt; ???????? ?ґ???????µ [currency_id] =&gt; 17 [is_duty] =&gt; f [operation_type] =&gt; 3 ) [52968] =&gt; Array ( [id] =&gt; 52968 [place_id] =&gt; 40032 [budget_object_id] =&gt; 40016 [sum] =&amp;gt..
iabbliz|2013/07/05 13:21:14|хватит спамить
iabbliz|2013/07/05 13:21:33|видимо все работает сцуко
sanek13666|2013/07/05 13:21:49|давай € у себ€ дома на денвере проверю
iabbliz|2013/07/05 13:22:02|похоже на правду
iabbliz|2013/07/05 13:22:48|да дл€ себ€
iabbliz|2013/07/05 13:22:49|=)
iabbliz|2013/07/05 13:22:59|пока на работе какой то простой был
iabbliz|2013/07/05 13:23:10|решил зан€тс€ 1с и веб сервисы
iabbliz|2013/07/05 13:23:14|самообучение
iabbliz|2013/07/05 13:23:17|с пользой
iabbliz|2013/07/05 13:33:33|похоже это результат этой функции
iabbliz|2013/07/05 13:33:34|getRecordList
iabbliz|2013/07/05 13:33:39|надо ее закомментитть
iabbliz|2013/07/05 13:33:42|и расскоментить
iabbliz|2013/07/05 13:33:46|<quote author="iabbliz" authorname="јнтон »ванов" conversation="sanek13666" guid="x85285f5e7251948bfa8a324968ca3a0f5c5eea9758bc4ac184e28512e10cdbcb" timestamp="1373030173"><legacyquote>[17:16:13] јнтон »ванов: </legacyquote>getCurrencyList<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
sanek13666|2013/07/05 16:37:23|я запустил все на денвере.... могу помочь
