author|0|body_xml
shishov_a_g|2013/06/20 08:23:42|ну это вообще странно ПОчему у нас качество не то в регистр записывается?
iabbliz|2013/06/20 08:24:04|в документе какое качество указано?
shishov_a_g|2013/06/20 08:24:29|лан, не делай пока Сам посмотрю
shishov_a_g|2013/06/20 08:24:39|ну качество
shishov_a_g|2013/06/20 08:24:46|остальное делай
iabbliz|2013/06/20 08:25:27|&quot;Проверка 4. Просьба разобраться почему в меню «Перейти» регистр, где эти даты хранятся 2 раза. И не записывать значение 01.01.0001, если дата не заполнена.&quot;
пример в базе?
iabbliz|2013/06/20 08:31:15|по качеству вижу проблему... хз как решить, надо с Димой поговорить
iabbliz|2013/06/20 08:31:21|или Самиром
iabbliz|2013/06/20 10:19:17|можно позвонить?
shishov_a_g|2013/06/20 10:49:14|
iabbliz|2013/06/20 12:07:08|Кинул обработку на почту
iabbliz|2013/06/20 12:07:12|Объекты в хранилище
shishov_a_g|2013/06/20 12:07:21|<ss type="yes">(y)</ss>
shishov_a_g|2013/06/20 12:07:28|а значит ты освободился???
shishov_a_g|2013/06/20 12:07:37|У меня есть следующее задание
shishov_a_g|2013/06/20 12:07:41|с Самиром согласовано
iabbliz|2013/06/20 12:07:42|а что есть задачи ? с часами?=)
shishov_a_g|2013/06/20 12:08:32|Блин, ну часы-то я не умею определять)
shishov_a_g|2013/06/20 12:19:33|<files alt="отправил (-а) файл &quot;17.doc&quot;">
<file size="145920" index="0">17.doc</file></files>
shishov_a_g|2013/06/20 12:21:58|Тест_Подбор вариантов для перерезки
shishov_a_g|2013/06/20 12:23:05|13/2=7,5ч
shishov_a_g|2013/06/20 12:23:51|Количество в заказах на производство определяется как остаток  по ресурсу «Количество» регистра «Заказы на производство» для комбинации номенклатуры, характеристики и заказа покупателя. Учитываются только заказы на производство с видом операции «Блок».
shishov_a_g|2013/06/20 12:24:17|Надо значит смотреть в регистре &quot;Размещение заказов&quot;
iabbliz|2013/06/20 12:35:42|13/2 = 6,5
shishov_a_g|2013/06/20 12:36:12|<ss type="rofl">(rofl)</ss>
shishov_a_g|2013/06/20 12:36:23|а так бы никто и не заметил
shishov_a_g|2013/06/20 12:36:34|и предложение было бы лучше
iabbliz|2013/06/20 12:37:35|хз хз заметил или нет
iabbliz|2013/06/20 12:40:09|мда 6.5 часа маловато как то
shishov_a_g|2013/06/20 12:41:15|ты можешь Вилинскому позвонить и согласовать сколько нужно
shishov_a_g|2013/06/20 12:41:26|просто уже час прошел, а мы торгуемся
shishov_a_g|2013/06/20 12:41:44|как будто мы его делать не будем, если не договоримся
iabbliz|2013/06/20 12:42:27|почему тот не доделал?
iabbliz|2013/06/20 12:42:36|получается как то странно...
shishov_a_g|2013/06/20 12:42:38|да кто его знает
iabbliz|2013/06/20 12:43:25|Исправить чужой недоделанный отчет... который не понятно работает или нет. Потратить время на разбор запросов и т.п.
Или сделать с 0 вот вопрос
shishov_a_g|2013/06/20 12:43:45|Антон, я понял
shishov_a_g|2013/06/20 12:43:51|я не против делать с нуля
shishov_a_g|2013/06/20 12:44:09|ты можешь Вилинскому позвонить и сказать сколько времени нужно?
shishov_a_g|2013/06/20 12:44:26|Он сам просил уже тебе напряямую звонить, а не через меня
shishov_a_g|2013/06/20 12:44:32|когда оценишь
iabbliz|2013/06/20 12:44:38|ок
iabbliz|2013/06/20 12:58:03|Антон
iabbliz|2013/06/20 12:58:07|Тут?
iabbliz|2013/06/20 12:58:11|Вопрос по ТП
shishov_a_g|2013/06/20 12:58:14|так
iabbliz|2013/06/20 12:58:29|Отчет Подбор остатка под заказ
&quot;Количество по заказу (требуется)&quot;
iabbliz|2013/06/20 12:58:35|ОстатокПоРНЗаказыПокупателя - (КоличествоВРезерве+КоличествоВЗаказахНаПроизводство)
iabbliz|2013/06/20 12:58:39|так?
shishov_a_g|2013/06/20 12:58:47|так
iabbliz|2013/06/20 12:58:48|ок.
iabbliz|2013/06/20 13:03:29|можно позвонить?
iabbliz|2013/06/20 13:04:53|не, пока еще почитаю
iabbliz|2013/06/20 13:30:14|&quot;Надо значит смотреть в регистре &quot;Размещение заказов&quot; сколько по заказу покупателя размещено в заказах на производство с видом &quot;Блок&quot;. Это увеличение остатка по заказу на произвоство. А уменьшение смотреть в регистре &quot;Выпуск (оперативный учет)&quot;. ТАм есть измерение &quot;Заказ покупателя&quot; и &quot;Задание&quot;. Заказ на производство является реквизитом документа, записанного в измерении &quot;Задание&quot;&quot;
iabbliz|2013/06/20 13:30:35|<quote author="iabbliz" authorname="Антон Иванов" conversation="shishov_a_g" guid="xf8b099439ec60dd675f94a5a775671a0e31bb2540bf920fc626fdf57fa879b3d" timestamp="1371735014"><legacyquote>[17:30:14] Антон Иванов: </legacyquote>Заказ на производство является реквизитом документа, записанного в измерении &quot;Задание&quot;&quot;<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>не вижу такого реквизита
iabbliz|2013/06/20 13:33:04|в измерении Заказ, может быть указана ссылка на справочник рздЗаказыВРезерве, как такой случай обрабатывать?
shishov_a_g|2013/06/20 13:41:11|сейчас выяснилось, мне не сказали
iabbliz|2013/06/20 13:41:49|смотрю по движению в РН Выпуск оперативный учет
iabbliz|2013/06/20 13:42:07|в измерении Заказ, есть строки где указывается заказ на производство
iabbliz|2013/06/20 13:42:13|это не то что надо?
shishov_a_g|2013/06/20 13:50:36|сейчас я с Катей прокачаю этот момент и скажу как быть
shishov_a_g|2013/06/20 13:50:38|может быть
iabbliz|2013/06/20 13:50:46|ок
shishov_a_g|2013/06/20 13:51:04|вообще скорее всего она мне скажет, что так вообще нельзя и всё встанет
iabbliz|2013/06/20 13:56:20|&quot;Количество планируемого свободного остатка в разрезе документов «Заказ на производство» (учитываются только заказы на производство с видом операции «Блок»). Для вывода показателя в регистре «Заказ на производство» отбираются все строки, в которых в пределах одного документа «Заказ на производство» есть свободный остаток для обеспечения заказа покупателя. Свободный остаток по каждому документу «Заказ на производство» выводится в отдельную строку отчета.
При этом учитываются заказы на номенклатурные позиции, совпадающие с ГП заказа по номенклатуре, значению свойства характеристики  «Сторона обработки» и значению свойства характеристики  «Ширина» с учетом отклонений, заданных в настройках. 
При выводе строки необходимо соблюдать правило: в одной строке может быть либо планируемый остаток по одному документу «Заказ на производство» (показатель «Планируемый остаток в ед. хранения»), либо фактический остаток по одному складу (показатель «Вес »). &quot;
iabbliz|2013/06/20 13:56:26|нужно чтобы пояснил
iabbliz|2013/06/20 13:56:30|не могу понять как надо
shishov_a_g|2013/06/20 14:01:06|надо с Катей поговорить
shishov_a_g|2013/06/20 14:01:10|она занята
shishov_a_g|2013/06/20 14:01:23|если есть другие задачи, лучше переключись
iabbliz|2013/06/20 14:01:30|понял
iabbliz|2013/06/21 06:04:02|привет
shishov_a_g|2013/06/21 06:04:12|А что по этому вопросу?
shishov_a_g|2013/06/21 06:04:12|2. Просьба проверить: в типовом функционале она только новое размещение очищает или исходное тоже? Если исходное в типовом очищает, в нашей конфе тоже должна. У меня не очистилось исходное.
iabbliz|2013/06/21 06:04:40|типовое очищало только новое
iabbliz|2013/06/21 06:04:45|добавил очищение обоих
shishov_a_g|2013/06/21 06:05:58|Хм
shishov_a_g|2013/06/21 06:06:08|Тогда мы друг друга не поняли
shishov_a_g|2013/06/21 06:06:21|Хотя я вроде нормально написал:
iabbliz|2013/06/21 06:06:25|возможно
shishov_a_g|2013/06/21 06:06:29| Если исходное в типовом очищает, в нашей конфе тоже должна.
shishov_a_g|2013/06/21 06:06:40| Если исходное в типовом очищает,
iabbliz|2013/06/21 06:07:31|<quote author="shishov_a_g" authorname="Шишов Антон" conversation="shishov_a_g" guid="x89a06d87f42638d40e0287f2228299f2bc7b2ae0cd4b9469c34d45f80d2c4850" timestamp="1371794800"><legacyquote>[10:06:40] Шишов Антон: </legacyquote> Если исходное в типовом очищает,<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>не очищало
shishov_a_g|2013/06/21 06:07:45|так
shishov_a_g|2013/06/21 06:08:03|значит и в нашей не должна)
iabbliz|2013/06/21 06:08:13|ок.
iabbliz|2013/06/21 07:52:29|упс=)
iabbliz|2013/06/21 07:52:41|ага перепутал
iabbliz|2013/06/21 07:52:44|сек
iabbliz|2013/06/21 07:52:56|<files alt="отправил (-а) файл &quot;рздОбменМеждуКонфигурацией1СИВнешнимXLSФайлом.epf&quot;">
<file size="39651" index="0">рздОбменМеждуКонфигурацией1СИВнешнимXLSФайлом.epf</file></files>
shishov_a_g|2013/06/21 07:58:54|<files alt="отправил (-а) файл &quot;ВНЕЗАПНО!!!.doc&quot;">
<file size="33792" index="0">ВНЕЗАПНО!!!.doc</file></files>
shishov_a_g|2013/06/21 07:59:11|я так понимаю пока это не устранится, я не смогу продолжить??
iabbliz|2013/06/21 07:59:56|эммм Це не мое
iabbliz|2013/06/21 07:59:59|ща гляну
iabbliz|2013/06/21 08:00:05|погоди
shishov_a_g|2013/06/21 08:00:07|в смысле не моё?)
iabbliz|2013/06/21 08:00:09|а ты конфу обновлял
iabbliz|2013/06/21 08:00:16|выдается ошибка при открытии спец настроек
shishov_a_g|2013/06/21 08:00:23|я не знаю я её никогда не обновляю
iabbliz|2013/06/21 08:00:23|видимо у тебя нет чего то
iabbliz|2013/06/21 08:00:26|но это не я добавлял
iabbliz|2013/06/21 08:00:31|СписокАлюминий
iabbliz|2013/06/21 08:00:39|к этому заданию не относится
shishov_a_g|2013/06/21 08:00:41|так не открывается твоя спецнастройка
iabbliz|2013/06/21 08:00:46|нет
iabbliz|2013/06/21 08:00:49|любую попробуй
shishov_a_g|2013/06/21 08:00:50|чет не пойму тогда
shishov_a_g|2013/06/21 08:01:30|ну и как поступим-то? Ты посмотришь или Диме написать?
iabbliz|2013/06/21 08:02:36|ща гляну
iabbliz|2013/06/21 08:03:38|ИначеЕсли Ссылка = Справочники.рздСпециальныеНастройкиКонфигурации.СписокНоменклатуры_Аллюминий Тогда //+ПР-24 Раздолье Малышев Д.А. 2013-05-07
iabbliz|2013/06/21 08:03:43|пиши Малышеву
iabbliz|2013/06/21 08:03:52|видимо ему надо базу обновить
iabbliz|2013/06/21 08:04:27|ща сам напишу
iabbliz|2013/06/21 08:05:11|сказал починит
shishov_a_g|2013/06/21 08:09:45|ага
shishov_a_g|2013/06/21 08:09:49|уже обновление ждем
shishov_a_g|2013/06/21 09:07:17|которые про ГП
iabbliz|2013/06/21 09:07:41|Значение свойства ГП/ПФ - Готовая продукция
iabbliz|2013/06/21 09:07:50|Свойство: ГП/ПФ
iabbliz|2013/06/21 11:46:10|не планировал
shishov_a_g|2013/06/21 11:46:21|и в вск?
iabbliz|2013/06/21 11:46:37|и в вск=)
shishov_a_g|2013/06/21 12:21:59|А то время заканчивается
iabbliz|2013/06/21 12:22:04|сегодня не смогу поправить
shishov_a_g|2013/06/21 12:22:10|че так?
iabbliz|2013/06/21 12:22:21|надо доделать сегодня отчет
shishov_a_g|2013/06/21 12:24:45|а что надо сделать, чтобы ты завтра поработал по обмену или послезавтра?
shishov_a_g|2013/06/21 12:28:27|а по какому принципу строки красным выделяются?
iabbliz|2013/06/21 12:28:38|если есть ошибки
shishov_a_g|2013/06/21 12:29:00|ну вот незаполненное количество - это ошибка?
iabbliz|2013/06/21 12:29:28|это ошибка Антон?
iabbliz|2013/06/21 12:29:37|для проведения документа заказ покупателя Количество нужно
shishov_a_g|2013/06/21 12:29:50|я не знаю по какому принципу ты красил)
shishov_a_g|2013/06/21 12:30:02|у меня количество пустое белое
shishov_a_g|2013/06/21 12:30:27|что по выходным? Ответишь?
iabbliz|2013/06/21 12:30:54|совещание
iabbliz|2013/06/21 12:30:55|сек
iabbliz|2013/06/21 12:31:42|буду в воскресенье для Кати что то делать
iabbliz|2013/06/21 12:31:51|присылай ошибки постораюсь подправить
shishov_a_g|2013/06/21 12:32:27|угу
shishov_a_g|2013/06/21 12:38:43|а кстати как валюта заполняется в заказе?
shishov_a_g|2013/06/21 12:38:59|из договора как в типовом механизме или это надо было прописать?
shishov_a_g|2013/06/21 12:39:03|в коде?
iabbliz|2013/06/21 12:39:27|надо прописать в коде
iabbliz|2013/06/21 12:39:40|сейчас из константы. ВалютаРеглУчета
shishov_a_g|2013/06/21 12:40:17|да, тогда надо прописать Это как со ставной НДС ты вчера спрашивал
iabbliz|2013/06/21 12:40:51|напиши в замечаниях
iabbliz|2013/06/23 06:28:14|Привет
iabbliz|2013/06/23 06:28:14|Движение по свободным остаткам, резервирование товаров сделал.
iabbliz|2013/06/23 06:28:26|Замечания поправил, объекты в хранилище
iabbliz|2013/06/23 06:29:18|по ИН -05 замечания
shishov_a_g|2013/06/23 06:31:44|Привет
shishov_a_g|2013/06/23 06:31:58|а по свободным остаткам как двигается теперь?
shishov_a_g|2013/06/23 06:32:48|по какому заданию ты делал Можешь его как-то отправить?
shishov_a_g|2013/06/23 06:32:48|мне
iabbliz|2013/06/23 06:33:00|&quot;Мы вчера определились что у нас в одной паллете не может быть позиций с
 разным качеством. Антон Иванов предлагал сделать при формировании движений
 по регистру найти по паллете качество в ТЧ документа, мы от этого отказались
 потому что предположили что в паллете может быть несколько разных качеств по
 ИКМ. Считаю, что лучше вернуться к этому варианту. Дима Малышев согласен.&quot;
iabbliz|2013/06/23 06:33:15|могу письмо переслать
shishov_a_g|2013/06/23 06:33:27|А Самир-то согласился?)
shishov_a_g|2013/06/23 06:33:35|я видел это письмо
iabbliz|2013/06/23 06:33:53|Меня денис просил это сделать еще в Пятницу
iabbliz|2013/06/23 06:33:58|спроси у него
shishov_a_g|2013/06/23 06:33:58|)))
shishov_a_g|2013/06/23 06:34:11|так с ним вся проектная команда была не согласна
iabbliz|2013/06/23 06:34:31|[21.06.2013 15:07:49] Синякин Денис: а ты в резервировании не правил по качеству?
[21.06.2013 15:07:54] Антон Иванов: нет
[21.06.2013 15:08:29] Синякин Денис: а собираешься сегодня?
[21.06.2013 15:08:48] Антон Иванов: честно говоря так и не понял надо ли
[21.06.2013 15:09:21] Синякин Денис: да, надо
[21.06.2013 15:10:24] Антон Иванов: делать так как предложил?
[21.06.2013 15:10:42] Синякин Денис: нет, сек, щас письмо напишу
[21.06.2013 15:11:40] Антон Иванов: в любом случае сначала отчет делаю
[21.06.2013 15:15:16] Синякин Денис: вообщем я написал письмо
[21.06.2013 15:15:43] Синякин Денис: я думаю что лучше найти качество по паллете в ТЧ документа как ты вчера предлагал
[21.06.2013 15:15:54] Антон Иванов: ок
iabbliz|2013/06/23 06:35:00|могу убрать изменения
iabbliz|2013/06/23 06:35:05|сами разбирайтесь
iabbliz|2013/06/23 06:35:08|... чес слово
shishov_a_g|2013/06/23 06:35:18|да понятно, ща резберемся
iabbliz|2013/06/23 06:35:45|&quot;Антон, добавь, пожалуйста, на форм подбор паллет отбор по номенклатуре и характеристике заказа. С возможностью снять их.&quot;
iabbliz|2013/06/23 06:35:56|отбор по верхней части?
iabbliz|2013/06/23 06:36:14|если да то там можно его использовать стандартно
iabbliz|2013/06/23 06:36:17|через отборы
shishov_a_g|2013/06/23 06:36:17|как это по верхней?
shishov_a_g|2013/06/23 06:36:20|а ну да
shishov_a_g|2013/06/23 06:36:25|просто чтоб по умолчанию стояли
iabbliz|2013/06/23 06:36:50|
iabbliz|2013/06/23 06:36:58|<quote author="shishov_a_g" authorname="Шишов Антон" conversation="shishov_a_g" guid="x41a50ba55f2bf76711fd1e9edb02823a79610ef0c4f1bfac0110dc95dac0df69" timestamp="1371969385"><legacyquote>[10:36:25] Шишов Антон: </legacyquote>просто чтоб по умолчанию стояли<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>подробнее
iabbliz|2013/06/24 04:34:46|Привет
iabbliz|2013/06/24 04:34:54|по УП-17 прояснилось что нить?
iabbliz|2013/06/26 04:38:39|ок
iabbliz|2013/06/26 04:38:47|Привет
iabbliz|2013/06/27 04:37:55|jr
iabbliz|2013/06/27 04:37:55|ок
iabbliz|2013/06/27 04:37:56|привет
iabbliz|2013/06/27 04:38:14|да
iabbliz|2013/06/27 04:41:46|это типовая проверка остатков
iabbliz|2013/06/27 04:42:28|файл недоступен пишет
iabbliz|2013/06/27 04:42:45|все равно
iabbliz|2013/06/27 04:42:48|пришли почто
iabbliz|2013/06/27 04:42:49|й
iabbliz|2013/06/27 04:44:16|ок
iabbliz|2013/06/27 05:23:20|сделал
iabbliz|2013/06/27 05:23:26|перезайти в базу надо если там
iabbliz|2013/06/27 05:30:05|да
iabbliz|2013/06/27 05:30:25|объекты в хранилище
shishov_a_g|2013/06/27 05:30:55|ну вот эта формулировка мне непонятна) Мне где тестировать-то?
shishov_a_g|2013/06/27 05:31:03|или мне что-то ждать надо?
iabbliz|2013/06/27 05:31:13|можно смотреть в той базе в которой ты мне присылал ошибку
iabbliz|2013/06/27 05:31:18|из которой
shishov_a_g|2013/06/27 05:31:19|ок Спасибо
shishov_a_g|2013/06/27 09:28:18|в обработке по качеству та же ошибка
iabbliz|2013/06/27 09:28:58|<quote author="shishov_a_g" authorname="Шишов Антон" conversation="shishov_a_g" guid="xa4f41703cde870ff138a308c3ba558e59f780c296fb8ed8a8a4d7c2589a85202" timestamp="1372325298"><legacyquote>[13:28:18] Шишов Антон: </legacyquote>в обработке по качеству та же ошибка<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>в обработке ругалось на Паллету
скрин можешь прислать?
shishov_a_g|2013/06/27 09:30:30|<files alt="отправил (-а) файл &quot;Doc155555.docx&quot;">
<file size="70993" index="0">Doc155555.docx</file></files>
iabbliz|2013/06/27 09:30:57|документы сформировались?
shishov_a_g|2013/06/27 09:31:01|да
shishov_a_g|2013/06/27 09:31:22|но  в них качество не заполнилось
iabbliz|2013/06/27 09:31:23|в Спец.настройке указано доступное качество для резервирования?
shishov_a_g|2013/06/27 09:31:29|да
shishov_a_g|2013/06/27 09:31:41|в документе качество пустое
shishov_a_g|2013/06/27 09:31:50|из-за этого по ходу ошибка
iabbliz|2013/06/27 09:33:55|а как качество тут должно заполнятся?
iabbliz|2013/06/27 09:34:14|всмысле в ТЧ Настройки
iabbliz|2013/06/27 09:34:35|из Паллеты?
shishov_a_g|2013/06/27 09:35:20|а при подборе откуда заполняется?
iabbliz|2013/06/27 09:35:43|при подборе Свободных остатков из остатков
iabbliz|2013/06/27 09:35:54|при подборе из резервов... наверно из паллеты
iabbliz|2013/06/27 09:35:58|надо посмотреть
shishov_a_g|2013/06/27 09:38:15|вообще оно должно браться из регистра сведений какого-то, но Самир сказал, что это потом сделаем после тестирования
shishov_a_g|2013/06/27 09:38:36|так что давай из паллеты пока, но это временный вариант
iabbliz|2013/06/27 09:40:01|в обработке снятия резеров берет отсюда
iabbliz|2013/06/27 09:40:02|рздКачествоРулоновИПаллет
iabbliz|2013/06/27 09:40:03|РС
shishov_a_g|2013/06/27 09:40:21|ппц
iabbliz|2013/06/27 09:40:26|а нет
shishov_a_g|2013/06/27 09:40:25|ну пусть так остается
iabbliz|2013/06/27 09:40:27|вру
iabbliz|2013/06/27 09:40:28|вру
shishov_a_g|2013/06/27 09:40:35|а откуда?
iabbliz|2013/06/27 09:40:52|из паллеты
shishov_a_g|2013/06/27 09:40:56|да, в принципе, какая разница Главное чтобы в документ из обработки попало
iabbliz|2013/06/27 09:40:59|ок
shishov_a_g|2013/06/27 09:41:09|потом все равно переделывать)
shishov_a_g|2013/06/27 09:48:48|вижу Спасибо)
iabbliz|2013/06/27 09:49:11|я не успел проверить
iabbliz|2013/06/27 09:49:11|=)
shishov_a_g|2013/06/27 09:55:53|но ошибки нет
iabbliz|2013/07/02 07:22:55|Привет
iabbliz|2013/07/02 07:22:57|да
shishov_a_g|2013/07/02 07:23:09|Можешь кнопку сделать в документе резервирвоания?
iabbliz|2013/07/02 07:24:01|могу
shishov_a_g|2013/07/02 07:25:14|надо при проведении проверять: если в документе резервирования и заказе не совпадают характеристики, надо спрашивать заменить ли характеристику в заказе и при положительном ответе заменять
iabbliz|2013/07/02 07:25:41|заменять в Заказе?
shishov_a_g|2013/07/02 07:25:45|да
iabbliz|2013/07/02 07:25:46|или в документе резервирования
shishov_a_g|2013/07/02 07:25:49|в заказе
iabbliz|2013/07/02 07:27:32|в заказе всегда 1 строка?
shishov_a_g|2013/07/02 07:28:12|Блин, мы тут косяк в этой схеме нашли
iabbliz|2013/07/02 07:37:37|<quote author="shishov_a_g" authorname="Шишов Антон" conversation="shishov_a_g" guid="xa098dd63e59fa7e3f64e4f0541c78f7d0ad368fc1545e8e0707b4dcc5c06b8c1" timestamp="1372749914"><legacyquote>[11:25:14] Шишов Антон: </legacyquote>надо при проведении проверять: если в документе резервирования и заказе не совпадают характеристики, надо спрашивать заменить ли характеристику в заказе и при положительном ответе заменять<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>это делать?
shishov_a_g|2013/07/02 07:41:22|пока нет
iabbliz|2013/07/02 07:41:26|ок
iabbliz|2013/07/08 07:51:41|Привет
iabbliz|2013/07/08 07:51:56|нет
shishov_a_g|2013/07/08 07:52:38|замечания к исправлению помечены &quot;Проверка 1&quot;
iabbliz|2013/07/08 07:53:15|Есть вопросы
iabbliz|2013/07/08 07:53:25|это ТП делал, не я
iabbliz|2013/07/08 07:53:32|поэтому как отмечать в базе учета?
iabbliz|2013/07/08 07:53:41|в Реестре ТП есть соотвествующая ошибка?
shishov_a_g|2013/07/08 07:55:16| В реестре написано, что это ТП ты сопровождаешь теперь. В реестре ТП этих ошибок нет. По поводу базы учета вопрос просьба Самиру задать.
shishov_a_g|2013/07/08 07:57:35|В реестре только одно замечание
shishov_a_g|2013/07/08 07:57:35|В &quot;Задании на раскрой&quot; необходима сортировка по виду заданий и оборудованию
shishov_a_g|2013/07/08 07:57:44|но оно учтено в файле, который я отправил
shishov_a_g|2013/07/08 08:01:20|Самир сказал субподрядчику отдать
iabbliz|2013/07/08 08:01:39|ок..
shishov_a_g|2013/07/08 08:10:48|оцени, пожалуйста, в сумме все примечания &quot;Проверка 1&quot; Сможешь?
iabbliz|2013/07/08 08:11:03|да
shishov_a_g|2013/07/08 08:11:25|ну ждем тогда
iabbliz|2013/07/08 08:30:32|<files alt="отправил (-а) файл &quot;Трудозатраты.xls&quot;">
<file size="24064" index="0" tid="2223927894">Трудозатраты.xls</file></files>
iabbliz|2013/07/08 09:41:38|?
shishov_a_g|2013/07/08 09:41:45|там опечатка была в примечании к реквизиту Производителность
iabbliz|2013/07/08 10:05:06|&quot;Параметр Ширина, Параметр  Активация, Параметр Признак  ГП\ПФ закрыть от редактирования, заполнять значением свойства&quot;
имеется ввиду при изменении характеристики в ТЧ?
shishov_a_g|2013/07/08 10:05:28|ага
iabbliz|2013/07/08 10:48:14|&quot;Нет проверок на соответствие номенклатур в тч &quot;исходные рулоны&quot; и &quot;продукция&quot; . Ограничить (с возможностью снять ограничение) выбор н-ры в ТЧ Продукция: она должна совпадать либо с шапкой, либо соответствовать по регистру соответствия«Соответствие н-ры для металлизации»&quot;

Необходимо добавить отборы при выборе в ТЧ Продукция?
iabbliz|2013/07/08 10:54:25|<quote author="iabbliz" authorname="Антон Иванов" conversation="shishov_a_g" guid="x7e16263831808645478137d4f6667a8032675e7129988bd2d8f8415b139bc9ce" timestamp="1373280494"><legacyquote>[14:48:14] Антон Иванов: </legacyquote>либо соответствовать по регистру соответствия«Соответствие н-ры для металлизации»&quot;<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>в этом РС: два измерения
 НоменклатураОсновная 
и 
НоменклатураСвязанная
iabbliz|2013/07/08 10:54:50|правильно ли понял, что при полученнии данных из РС я для НоменклатурыОсновная=НоменклатураИзШапки
shishov_a_g|2013/07/08 10:58:36|точнее не в ТЧ продукция, а при заполнении этой ТЧ
iabbliz|2013/07/08 10:59:03|<quote author="shishov_a_g" authorname="Шишов Антон" conversation="shishov_a_g" guid="x03bee73ac256cf6acc9b021074c1701ae14d2ebe3236bf5431206144ec1b05ad" timestamp="1373281116"><legacyquote>[14:58:36] Шишов Антон: </legacyquote>точнее не в ТЧ продукция, а при заполнении этой ТЧ<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>в какой момент она заполняется?
shishov_a_g|2013/07/08 10:59:19|ща я наушники найду, созвонимся
shishov_a_g|2013/07/08 11:04:55|ну т.е. ты в ТЧ продукция можешь выбрать либо то, что в шапке, либо то, что соответствует номенклатуре в шапке через регистр
iabbliz|2013/07/08 11:05:12|<quote author="shishov_a_g" authorname="Шишов Антон" conversation="shishov_a_g" guid="xf08329f7cd72443caf800b2c838c3a2eed3e07a20f192195bdfeace75049706b" timestamp="1373281495"><legacyquote>[15:04:55] Шишов Антон: </legacyquote>ну т.е. ты в ТЧ продукция можешь выбрать либо то, что в шапке, либо то, что соответствует номенклатуре в шапке через регистр
<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>ок
iabbliz|2013/07/08 11:05:18|а как в Регистре отбор накладывать?
iabbliz|2013/07/08 11:05:27|<quote author="iabbliz" authorname="Антон Иванов" conversation="shishov_a_g" guid="xf24c33985bd1b3ec8c779fb9c0b152362afc8d5e6e5f45595d857d7b78dacb11" timestamp="1373280890"><legacyquote>[14:54:50] Антон Иванов: </legacyquote>правильно ли понял, что при полученнии данных из РС я для НоменклатурыОсновная=НоменклатураИзШапки<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
shishov_a_g|2013/07/08 11:05:38|ща
shishov_a_g|2013/07/08 11:08:36|да вот сам не пойму как ты понял... При использовании регистра мы смотрим есть ли в левом столбце номенклатура, которая в шапке указана. Если есть, то номенклатура из правого столбца этой строки нам тоже подходит. Т.е. её тоже можно в ТЧ выбрать
shishov_a_g|2013/07/08 11:08:39|ок так?
iabbliz|2013/07/08 11:09:02|да
iabbliz|2013/07/08 11:09:28|Левый столбец = Номенклатура Основная
Правый стобец = Номенклатура Связанная?
shishov_a_g|2013/07/08 11:09:41|да
iabbliz|2013/07/08 11:09:47|ок
iabbliz|2013/07/08 11:10:07|в задаче в базе учета, ты кореспондента не указал
shishov_a_g|2013/07/08 11:10:18|а что там надо было указать?
iabbliz|2013/07/08 11:10:27|поидее Биаксплен
shishov_a_g|2013/07/08 11:10:46|надо указывать?
iabbliz|2013/07/08 11:10:49|а еще и Проект тоже нужен
shishov_a_g|2013/07/08 11:11:05|ладно, пойду к Самиру заполнять эту задачу
shishov_a_g|2013/07/08 11:12:55|а она уже не исправляется
iabbliz|2013/07/08 11:13:38|попробуй Все действия
shishov_a_g|2013/07/08 11:13:44|попробовал
iabbliz|2013/07/08 11:13:48|Открыть процесс
iabbliz|2013/07/08 11:14:24|Поидее там должны быть указаны Кореспондент, Проект, ПроектнаяЗадача
shishov_a_g|2013/07/08 11:15:51|Корреспондента не нашел
shishov_a_g|2013/07/08 11:16:02|может он у тебя автоматом заполняется?
iabbliz|2013/07/08 11:16:18|неа
iabbliz|2013/07/08 11:16:26|хотя
iabbliz|2013/07/08 11:16:35|да
iabbliz|2013/07/08 11:16:36|точно
iabbliz|2013/07/08 11:16:39|все вроде норм
iabbliz|2013/07/09 05:39:08|Привет
shishov_a_g|2013/07/09 05:43:06|ну и с обработкой из УП-16 та же ситуация
iabbliz|2013/07/09 05:44:46|<quote author="shishov_a_g" authorname="Шишов Антон" conversation="shishov_a_g" guid="xd5e21e197b8c6ab10ff34e950f258cb49c1b97dfa2a6189a3befaf9031ee1de4" timestamp="1373348552"><legacyquote>[9:42:32] Шишов Антон: </legacyquote>Если в УП-16 так делать, это доп затраты с твоей стороны?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>угу
shishov_a_g|2013/07/09 05:45:23|в часах?
iabbliz|2013/07/09 05:45:35|1 час
iabbliz|2013/07/09 05:46:11|делать?
shishov_a_g|2013/07/09 05:46:30|не знаю Надо с Самиром согласовывать
shishov_a_g|2013/07/09 05:46:38|ща письмо напишу
