author|0|body_xml
white_fox1|2013/03/18 06:53:30|руководоство Раздолья взяли курс на нормирование таких работ и собирают аналитику так что лучше чтобы оно побольше было ...
iabbliz|2013/03/18 06:55:03|двоякая ситуация получается допустим ты выделяешь час на работу, я потратил 40 мин, зачем мне ставить 40 мин факт если сделал быстрее
если по факту потратил больше тогда могу поставить факт часы. Идеальный вариант когда время оценивает кто то другой, или договариватся  о факте заранее до выставлении задачи.
white_fox1|2013/03/18 06:56:02|не в том случае что ты потратил меньше норма предлагаю округлять все занчения до 0.5 часа
white_fox1|2013/03/18 06:56:15|то что ты справился быстрее - супер
white_fox1|2013/03/18 06:56:24|я не сторонник зажима часа
white_fox1|2013/03/18 06:56:29|с точностью до минут
white_fox1|2013/03/18 06:56:56|я стараюсь тут в кабинете справшивать время примерное
iabbliz|2013/03/18 06:59:27|Отчет поправил.
white_fox1|2013/03/18 06:59:59|оки отправляю коменту на поддверждение
white_fox1|2013/03/19 10:40:43|отправил
white_fox1|2013/03/19 10:41:46|необходимо сдать допник...
iabbliz|2013/03/19 10:41:47|вы с Зотовым одно и то же прислали
iabbliz|2013/03/19 10:41:56|с разницей в минуту
white_fox1|2013/03/19 10:42:14|хорошо
iabbliz|2013/03/19 11:09:54|смотрю
white_fox1|2013/03/19 11:10:00|оки спс
iabbliz|2013/03/19 11:10:08|Вас уже трое
iabbliz|2013/03/19 11:10:09|=)
white_fox1|2013/03/19 11:10:17|от теб янеобходим грамотный ответ
iabbliz|2013/03/19 11:10:17|Сергей Житных еще подключился
iabbliz|2013/03/19 11:39:18|Проверяйте почту
white_fox1|2013/03/19 11:41:30|ааа чето не понял какой док перелать?
white_fox1|2013/03/19 11:41:44|она только что проверила и прислала почту щас пришлю
iabbliz|2013/03/19 11:41:55|во вложении док
iabbliz|2013/03/19 11:42:00|в письме
white_fox1|2013/03/19 11:43:06|иии если грамотно им отвечать то...что необходимо им сказать что они ведут неправльно учет?
iabbliz|2013/03/19 11:47:21|По тем людям у которых расчиталось 0, расчет согласно утврежденной формулы.

Что касается последних двух людей 
Суржин Сергей Иванович
Изотов Андрей Михайлович

то если надо то могу исправить, получения КолвоДнейВКомандировке. Что бы он не смотрел на переходящие дни из месяца в месяц. Т.е. если командировка из февраля на март и отразилась в Феврале, то количество дней брать всего.
iabbliz|2013/03/19 11:47:47|но еще раз отмечу, что те дни которые приходятся на Март, они никуда не пропали
iabbliz|2013/03/19 11:48:02|они при расчете за Март, будут учтены, и расчитаны
iabbliz|2013/03/19 11:48:45|А если еще добавить
iabbliz|2013/03/19 11:48:54|то в последнем утвержденном тексте ТЗ
iabbliz|2013/03/19 11:48:59|&quot;КоличествоДнейВКоммандировке – общее количество рабочих дней прибывания в командировке за указанный месяц&quot;
iabbliz|2013/03/19 11:49:27|Техническое задание на создание вида расчета_v0.4.docx
iabbliz|2013/03/19 11:50:09|скопировать можешь, поймут, только добавь что в ТЗ расчет количества дней был прописан по другому
iabbliz|2013/03/19 11:50:50|могу скинуть еще само ТЗ
iabbliz|2013/03/19 11:50:51|надо?
white_fox1|2013/03/19 11:51:16|тз есть скидываю им твои слова
iabbliz|2013/03/19 11:53:54|можешь скинуть копию?
white_fox1|2013/03/19 11:54:04|ои
white_fox1|2013/03/19 11:58:26|скинул
iabbliz|2013/03/19 11:58:40|как то странно скидывается...
white_fox1|2013/03/19 11:58:57|ну незнаю так наш почтовик работает
iabbliz|2013/03/19 12:00:38|все это хорошо, но не тогда, когда используется формула расчета
iabbliz|2013/03/19 12:00:40|и деньги
white_fox1|2013/03/19 12:00:46|<ss type="smile">:)</ss>
iabbliz|2013/03/19 12:00:49|затрагиваются
iabbliz|2013/03/19 12:00:56|в остальных случаях я согласен
iabbliz|2013/03/19 12:01:04|пришли в скайп текст письма что отправил
white_fox1|2013/03/19 12:01:13|а че тебе не пришло7
iabbliz|2013/03/19 12:02:28|так
iabbliz|2013/03/19 12:02:51|или надо отметить, что в ТЗ такое не было прописано.
iabbliz|2013/03/19 12:03:00|спроси у Житных или Смирнова что делать в этом случае
white_fox1|2013/03/19 12:03:16|давай так и  сделаем
white_fox1|2013/03/19 12:03:28|а ты пока если бует время поменяй формулу и проверь
white_fox1|2013/03/19 12:03:38|на своей базе где нить
iabbliz|2013/03/19 12:03:58|формулу менять не надо
iabbliz|2013/03/19 12:04:04|надо переделать расчет показателей
white_fox1|2013/03/19 12:04:14|скока часов\?
iabbliz|2013/03/19 12:04:30|полчаса
white_fox1|2013/03/19 12:04:49|мы тут больше разбирались чего и как ...
iabbliz|2013/03/19 12:05:07|час
iabbliz|2013/03/19 12:05:21|ну мне задачу на разбирательство поставили
iabbliz|2013/03/19 12:05:22|на час
iabbliz|2013/03/19 12:05:25|уложился впритык
iabbliz|2013/03/19 12:09:47|<quote author="white_fox1" authorname="Роман Неустроев" conversation="white_fox1" guid="xe5bd993a10371b2763da8bdc074ba5d399cfea7914c020b3aef644fae7cdd1e3" timestamp="1363694809"><legacyquote>[16:06:49] Роман Неустроев: </legacyquote>оки отписывайся тады как тут написал<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>?
iabbliz|2013/03/19 12:10:34|да
iabbliz|2013/03/19 12:10:52|пришли почитать
iabbliz|2013/03/19 12:10:56|ничего не приходит
white_fox1|2013/03/19 12:11:20|с Беловой согласна, я ошиблась, посчитала с премией, а у Гехта не вошла персональная доплата 25500, хотя в формуле по-моему доплаты были. С переходящими понятно, в след. мес. 

С уважением,
Фуфылева Наталья
Бухгалтер
iabbliz|2013/03/19 12:12:14|<quote author="white_fox1" authorname="Роман Неустроев" conversation="white_fox1" guid="x0363ed400742d8dd9b40252b31e176798132ba1d3aaaf406c5bf6cdca0f26a25" timestamp="1363695080"><legacyquote>[16:11:20] Роман Неустроев: </legacyquote>с Беловой согласна, я ошиблась, посчитала с премией, а у Гехта не вошла персональная доплата 25500, хотя в формуле по-моему доплаты были. С переходящими понятно, в след. мес. <legacyquote>

&lt;&lt;&lt; </legacyquote></quote>т.е. ничего делать больше не надо?
white_fox1|2013/03/19 12:12:36|ждемс
iabbliz|2013/03/19 12:13:20|зачем?
white_fox1|2013/03/19 12:13:24|шутка
iabbliz|2013/03/19 12:13:28|=)
white_fox1|2013/03/19 12:13:37|а то сосредоточенные такие все
iabbliz|2013/03/19 12:14:16|знаешь сколько я ТЗ это подписывал?=)
iabbliz|2013/03/19 12:14:21|ууу
iabbliz|2013/03/19 12:14:31|утверждал всмысле
white_fox1|2013/03/19 12:16:58|не клиент требует проверки по Гехту с персональной надбавкой
iabbliz|2013/03/19 12:17:52|пошел смотреть
iabbliz|2013/03/19 12:21:08|<quote author="iabbliz" authorname="Антон Иванов" conversation="razdolie-help" guid="xc60ac1059e06b1972a9817eb834fcda4bce5310a898bac038eba787fc0706c4e" timestamp="1363695640"><legacyquote>[16:20:40] Антон Иванов: </legacyquote>В основных и в доп. начислениях
у одного вида расчета одинаковый Код
и практически одинаковое название<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
iabbliz|2013/03/19 12:21:17|ппц, такого поворота не ожидал
iabbliz|2013/03/19 12:21:17|=)
white_fox1|2013/03/19 12:22:45|ооо и нас помали значит
white_fox1|2013/03/19 12:22:51|поймали
iabbliz|2013/03/19 12:22:59|Премия – это начисленная сумма за рассчитываемый период, выбранная по следующим видам расчета: 
• Код 80001 «Дополнительная надбавка (процентом)»;
• Код 80003 «Персональная доплата»;
• Код 80002 «Доплата за стаж (процентом)»;
iabbliz|2013/03/19 12:23:02|в ТЗ
iabbliz|2013/03/19 12:23:58|ща напишу ответ
white_fox1|2013/03/19 12:24:08|давай
iabbliz|2013/03/19 12:31:30|отправил, лови
white_fox1|2013/03/19 12:37:35|отправил ей
iabbliz|2013/03/19 12:47:28|Формула не меняется еще раз повторю
iabbliz|2013/03/19 12:47:42|меняется только расчет показателя схем мотивации
iabbliz|2013/03/19 12:48:13|еще писать надо..=)
iabbliz|2013/03/19 12:48:16|тогда точно час=)
iabbliz|2013/03/19 12:49:17|это надо сейчас написать?
iabbliz|2013/03/19 13:00:57|&quot;Белова, исправл. - доплата в феврале за ком-ку-не надо&quot;
iabbliz|2013/03/19 13:01:05|благодаря авт. расчету
iabbliz|2013/03/19 13:01:09|нашла ошибку
iabbliz|2013/03/19 13:01:09|=))
iabbliz|2013/03/19 13:01:18|сделала корректировку сейчас в базе она
iabbliz|2013/03/19 13:01:36|что проверила?
iabbliz|2013/03/19 13:01:39|Гехт?
iabbliz|2013/03/19 13:01:42|или что
white_fox1|2013/03/19 13:01:48|ну еще раз
iabbliz|2013/03/19 13:01:52|что еще раз
iabbliz|2013/03/19 13:01:58|зачем еще раз?
iabbliz|2013/03/19 13:02:01|=)
iabbliz|2013/03/19 13:02:23|если ты про  КоличествоДнейВкомандировке, то по нему еще не делал ничего
white_fox1|2013/03/19 13:03:41|так я и не давал отмашку
white_fox1|2013/03/19 13:03:55|тока так подготовится скорее всего им это необходимо им же работать
white_fox1|2013/03/19 13:04:08|там их ний чувак ответил вот что
iabbliz|2013/03/19 13:04:26|<quote author="white_fox1" authorname="Роман Неустроев" conversation="white_fox1" guid="xfea348cbc51efbba7122c697fa990194b3cedca1886775e10050743ffaa77103" timestamp="1363698235"><legacyquote>[17:03:55] Роман Неустроев: </legacyquote>тока так подготовится скорее всего им это необходимо им же работать<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>еще раз
white_fox1|2013/03/19 13:04:27|ответьте, пожалуйста, 1СHelp - необходимо изменить формулу или нет. 

Если, нет, то прошу считать работу по доп.3 выполненой и оплатить работу, а если требуется изменить расчет, то проинформируйте программистов.
iabbliz|2013/03/19 13:04:43|<quote author="white_fox1" authorname="Роман Неустроев" conversation="white_fox1" guid="x61ef80e930785d67fb4d8d6fbb3228564bebd80554456d5f28e1a91744f7a873" timestamp="1363698267"><legacyquote>[17:04:27] Роман Неустроев: </legacyquote>Если, нет, то прошу считать работу по доп.3 выполненой и оплатить работу, а если требуется изменить расчет, то проинформируйте программистов.<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>это кто написал?
iabbliz|2013/03/19 13:05:25|Пусть Фуфолева скажет надо менять расчет показателя или ее устраивает текущий расчет
white_fox1|2013/03/19 13:05:42|оки ждемс от них отмашку
iabbliz|2013/03/19 13:05:43|еще раз говорю сама Формула не изменится
iabbliz|2013/03/19 13:05:59|а+б=с
изменится расчет б
iabbliz|2013/03/19 13:06:01|=)))
iabbliz|2013/03/19 13:24:08|Пусть расчитает по пунктам, согласно ранее отправленной инструкции
iabbliz|2013/03/19 13:24:12|&quot;Инструкция для пользователя&quot;
iabbliz|2013/03/19 13:24:25|начиная с 3 пунка
iabbliz|2013/03/19 13:24:39|или
iabbliz|2013/03/19 13:24:43|давай напишу что делать
white_fox1|2013/03/19 13:24:57|пиши ей и меня в копию
iabbliz|2013/03/19 13:31:04|лови
iabbliz|2013/03/19 14:05:58|Измененные обработки подцепил в рабочую базу, пусть пробует перерасчитывать.
iabbliz|2013/04/08 13:38:12|Привет
iabbliz|2013/04/08 13:38:24|скорее да чем нет=)
iabbliz|2013/04/08 13:38:39|два пути поидее
iabbliz|2013/04/08 13:38:59|1) бывает 1с выкладывает сами отчеты и их можно подцепить в 1с
iabbliz|2013/04/08 13:39:08|2) обновить все равно на копии до нужного релиза
iabbliz|2013/04/08 13:39:10|можно типовую
iabbliz|2013/04/08 13:39:16|оттуда взять регл. отчет
white_fox1|2013/04/08 13:39:35|вот я думаю стоит Цандеру озвучить ?
iabbliz|2013/04/08 13:39:43|но не всегда так получится, если есть изменения в конфигурацию
white_fox1|2013/04/08 13:39:47|у тя там по времени как?
iabbliz|2013/04/08 13:39:54|то только обновление отчета не получится
iabbliz|2013/04/08 13:40:04|у меня пока все расписано
iabbliz|2013/04/08 13:40:07|пока нет времени
iabbliz|2013/04/08 13:40:20|<quote author="iabbliz" authorname="Антон Иванов" conversation="white_fox1" guid="x252f5b274c4d7f6f7d302d9f44b1145f3dd45025d16720f47a100a07526539f8" timestamp="1365428383"><legacyquote>[17:39:43] Антон Иванов: </legacyquote>но не всегда так получится, если есть изменения в конфигурацию<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>бывает но редко
iabbliz|2013/04/08 13:40:40|пока ничего не могу сказать
white_fox1|2013/04/08 13:40:48|а там еще один релиз был на прошлой неделе там касательно пфр и тд без этого не сдашь
iabbliz|2013/04/11 06:10:54|Да я
iabbliz|2013/04/11 06:10:57|Привет
white_fox1|2013/04/11 06:11:10|чето у них перестало работать
white_fox1|2013/04/11 06:11:26|задать им вопрос чтобы ещ раз по инструкции прошлись бы
white_fox1|2013/04/11 06:11:34|и тока потом еще раз к нам прислали бы чего и как
iabbliz|2013/04/11 06:11:53|да это было лучше всего
iabbliz|2013/04/11 06:12:10|плюс можно спросить
1) в регистрации разовых начислений показатели рассчитались?
iabbliz|2013/04/11 06:12:23|2) по всем не рассчиталось или по некоторым
white_fox1|2013/04/11 06:12:47|оки щас спрошу , если че к ним подключить смогешь?
iabbliz|2013/04/11 06:13:05|куда денусь
white_fox1|2013/04/11 06:14:19|e ytt yt hfcxbnsdf.ncz cvvs z nt,t gbcmvtwj crbyek
white_fox1|2013/04/11 06:14:29|я тебе письмо переслал там нет расчета по суммам
white_fox1|2013/04/11 06:14:33|не расчитывается
iabbliz|2013/04/11 06:14:44|куда слал?
white_fox1|2013/04/11 06:14:52|на поту тебе
white_fox1|2013/04/11 06:14:55|почту
iabbliz|2013/04/11 06:17:10|ничего нет что то
white_fox1|2013/04/11 06:17:25|напиши сво почту щас перешлю
iabbliz|2013/04/11 06:19:02|<a href="mailto:a.ivanov@razdolie.ru">a.ivanov@razdolie.ru</a>
<a href="mailto:iab@bk.ru">iab@bk.ru</a>
white_fox1|2013/04/11 06:34:49|по цандеру кстати хранилище стоит если что
iabbliz|2013/04/11 06:45:57|Скажи ей что я сейчас подключился
iabbliz|2013/04/11 06:46:06|зашел в документ показатели не рассчитаны
iabbliz|2013/04/11 06:46:11|попробовал рассчитать по
iabbliz|2013/04/11 06:46:11|Аниканова Екатерина Александровна
iabbliz|2013/04/11 06:46:15|все рассчиталось
iabbliz|2013/04/11 06:46:24|пусть выполняет все по пунктам по инструкции
iabbliz|2013/04/11 06:46:28|ничего не пропуская
white_fox1|2013/04/11 06:46:36|ну что за юзеры ааа.
iabbliz|2013/04/11 06:46:36|документ номер
iabbliz|2013/04/11 06:46:43|ХСГ00000015
iabbliz|2013/04/11 06:47:22|пока отключился...
white_fox1|2013/04/11 06:47:30|оки
iabbliz|2013/04/11 07:54:40|пусть звонит
iabbliz|2013/04/11 07:54:41|мне
iabbliz|2013/04/11 07:54:45|так нифига не получится
white_fox1|2013/04/11 07:56:23|какой у тея телефон
iabbliz|2013/04/11 07:56:33|89281422052
white_fox1|2013/04/11 07:56:40|оки отправлю чейчас
iabbliz|2013/04/11 13:17:15|почему сегодня не позвонила?
white_fox1|2013/04/11 13:17:50|Не хочу тебя обижать... женщины одним словом
white_fox1|2013/04/11 13:17:56|типа сделала руками...
white_fox1|2013/04/11 13:18:47|Она сказала своему руководству что ничего не работает
iabbliz|2013/04/11 13:19:19|она это всегда в последний день рассчитывает?
iabbliz|2013/04/11 13:19:20|или что
iabbliz|2013/04/11 13:19:27|что за срочность и паника
white_fox1|2013/04/11 13:19:50|Я даже не знаю как нам быть может записывать ролики уже как входим в их базу как нажимаем кнопки... и что на вылете
white_fox1|2013/04/11 13:20:00|да в послений день
iabbliz|2013/04/11 13:20:41|млин пойду еще раз гляну
white_fox1|2013/04/11 13:21:25|скрины чтоли пошаговые сделай - но завтра обязательно свяжись с ней
white_fox1|2013/04/11 13:22:09|она говорит по тому сотруднику которого ты проверял типа вообще не должно ничего делаться и тд
iabbliz|2013/04/11 13:22:10|О
iabbliz|2013/04/11 13:22:25|Рома ты сам зайди и сделай по инструкции
iabbliz|2013/04/11 13:22:30|сам посмотри что как делается
iabbliz|2013/04/11 13:22:43|хошь расскажу тебе
white_fox1|2013/04/11 13:22:50|давай шли щас прям и зайду
white_fox1|2013/04/11 13:22:59|звони
white_fox1|2013/04/11 13:32:08|Обратите внимание на сотрудника Корчагина Н.М. в начисление попало 14 раб дней 154 часов, а в табеле 15 раб дней 165 часов
iabbliz|2013/04/15 12:16:39|ничего нет на почте
white_fox1|2013/04/15 12:18:54|щас еще раз отправляю
white_fox1|2013/04/15 12:21:57|отправил
iabbliz|2013/04/15 12:39:44|на обоих ящиках тищина
iabbliz|2013/04/15 12:39:46|тишина*
white_fox1|2013/04/15 12:39:55|странно
white_fox1|2013/04/15 12:40:04|щас скопирую как нить по другому пришлю
iabbliz|2013/04/15 12:40:08|ок
iabbliz|2013/04/15 12:44:15|пришло
iabbliz|2013/04/15 12:44:21|контекст конечно путает
iabbliz|2013/04/15 12:44:22|+)
white_fox1|2013/04/15 12:46:55|я в обратном порядке
white_fox1|2013/04/15 12:46:58|сделал
iabbliz|2013/04/15 12:52:30|нужны настройки для подключения к хранилищу
iabbliz|2013/04/15 12:54:38|Лови ответ
iabbliz|2013/04/15 12:54:41|перешли ей
iabbliz|2013/04/15 13:00:24|сначала пусть ответит на письмо
white_fox1|2013/04/15 13:01:21|да я запросил у них
white_fox1|2013/04/15 13:01:42|Настройки - Администратор
white_fox1|2013/04/15 13:01:47|путь
white_fox1|2013/04/15 13:02:23|D\repository
white_fox1|2013/04/15 13:02:26|gjvjtve nfrjq
white_fox1|2013/04/15 13:02:31|щас уточню путь
white_fox1|2013/04/15 13:03:48|да оно
white_fox1|2013/04/15 13:04:01|жду ответа
white_fox1|2013/04/15 13:04:17|можешь пока на базе раздолье потренироваться
iabbliz|2013/04/15 13:04:30|пока некогда
iabbliz|2013/04/15 13:04:39|пусть ответит потом буду смотреть
white_fox1|2013/04/15 13:07:05|jrb cgc
white_fox1|2013/04/15 13:07:07|ои спс
iabbliz|2013/04/15 13:14:39|понятно
iabbliz|2013/04/15 13:16:02|значит надо исправлять
iabbliz|2013/04/15 13:16:23|честно говоря не помню тогда о чем мы с ней договаривались как именно считать
iabbliz|2013/04/15 13:16:35|надо ли все дни
iabbliz|2013/04/15 13:16:53|надо проверить в коде
iabbliz|2013/04/15 13:17:00|насколлько срочная задача?
white_fox1|2013/04/15 13:17:15|ну так стоит...
white_fox1|2013/04/15 13:17:36|мне примерно бы знать ...
iabbliz|2013/04/15 13:17:55|завтра в течении дня сделаю
iabbliz|2013/04/15 13:17:57|норм?
white_fox1|2013/04/15 13:17:59|я кстати помню чето был жешь разгвоор такой вроде
white_fox1|2013/04/15 13:18:02|оки
iabbliz|2013/04/15 13:18:04|да был точно
iabbliz|2013/04/15 13:18:16|только результат то не зафиксирован
iabbliz|2013/04/15 13:18:20|в ТЗ
white_fox1|2013/04/15 13:18:31|ак предлагаешь ?
white_fox1|2013/04/15 13:19:18|ну вот и согласование подошло ...по обработке
iabbliz|2013/04/15 13:19:36|?
white_fox1|2013/04/15 13:19:54|по отчету - файлу то что сегодня спрашивал
white_fox1|2013/04/15 13:20:11|чего предлагаешь по ТЗ менять или чисто письмом уведомить?
iabbliz|2013/04/15 13:21:18|предлагаю поправить как она сказала
iabbliz|2013/04/15 13:21:25|а там посмотрим что будет дальше=)
white_fox1|2013/04/15 13:22:41|оки
iabbliz|2013/04/16 05:47:46|Напиши как появишься
iabbliz|2013/04/16 05:52:29|отослал письмо изменение по дням в коммандировке пусть посмотрит файл, и скажет все верно
iabbliz|2013/04/16 05:52:31|или нет
iabbliz|2013/04/16 12:05:37|кстати 3 марта вносил изменения
iabbliz|2013/04/16 12:05:42|судя по коду
iabbliz|2013/04/16 12:05:51|как раз чтобы считалось по другому
iabbliz|2013/04/16 12:06:00|т.е. без переходящих, а целиком
white_fox1|2013/04/16 12:06:31|тогда мы вроде как на ТЗ сослались ? что там нет значит наша работа выполнена? не так было?
iabbliz|2013/04/16 12:06:50|не помню уже
white_fox1|2013/04/16 12:06:55|вот и я тоже
iabbliz|2013/04/16 12:07:01|другое дело что код вносил целенаправлено
iabbliz|2013/04/16 12:07:04|не просто так
iabbliz|2013/04/16 12:07:05|=)
iabbliz|2013/04/16 12:07:29|пусть ответит, уже исправлю, и надеюсь забуду=)
white_fox1|2013/04/16 12:07:51|можт ну их нафиг есть тз мы по нему все сделали? необходимо изменить  пожалуста но типа за деньги или пока не бесить их совсем7
white_fox1|2013/04/16 12:08:28|как только сделаем поправить необходимо бует ТЗ с нашей стороны и ее подтверждение чтобы было..
iabbliz|2013/04/16 12:08:50|посмотрим что ответит
white_fox1|2013/04/16 12:09:16|я теперь закладываю в часы дополнительно , на будующее типа если что доработки их и тд
iabbliz|2013/04/16 12:09:25|отлично
white_fox1|2013/04/16 12:09:27|оки жду ответа от них
iabbliz|2013/04/16 12:15:46|по поводу той задачи
iabbliz|2013/04/16 12:15:54|ты мне задачу поставишь?
iabbliz|2013/04/16 12:16:05|Выгрузка в Юникредит
iabbliz|2013/04/16 12:19:45|хорошо
iabbliz|2013/04/17 08:16:51|Привет
iabbliz|2013/04/17 08:16:57|По той задаче ничего не прояснислоь?
iabbliz|2013/04/17 08:17:08|что выгрузка в Юникредит
iabbliz|2013/04/17 08:17:21|и по поводу коммандировочных дней молчат?
white_fox1|2013/04/17 08:44:29|и я пока никому не распределил
iabbliz|2013/04/17 08:44:29|Понял
white_fox1|2013/04/17 08:44:33|ну ака то так
iabbliz|2013/04/17 08:44:37|хорошо
white_fox1|2013/04/17 08:44:45|вот и хз че делать
white_fox1|2013/04/17 08:45:02|хрень полная с этой поддержкой
white_fox1|2013/04/17 08:46:27|хочется как лучше , прогеры готовы если есть время доп часы закрыть а наше руководтво положило на все длиный и большой
white_fox1|2013/04/17 08:46:46|ну хз как еще работать
iabbliz|2013/04/17 08:46:56|<quote author="white_fox1" authorname="Роман Неустроев (ERP)" conversation="white_fox1" guid="xb9ce44091c6d8070b6bc5058a0a84ce128d9ef1fdfdb967dd24dd85002d2486d" timestamp="1366188387"><legacyquote>[12:46:27] Роман Неустроев (ERP): </legacyquote>хочется как лучше , прогеры готовы если есть время доп часы закрыть а наше руководтво положило на все длиный и большой<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>видимо есть более важные задачи
white_fox1|2013/04/17 08:47:34|у кого более важные? ну если ты вот например готов ты же можешь и вечером сделать и доп заработать - почему должны быть торомоза?
iabbliz|2013/04/17 08:47:47|вечером не работаю
white_fox1|2013/04/17 08:47:58|я утрированно
white_fox1|2013/04/17 08:48:21|поняно что есть свободное время и во время основно йработы
iabbliz|2013/04/17 08:48:43|у меня практически нет, пока на круге был
white_fox1|2013/04/17 08:48:53|а сейчас где?
iabbliz|2013/04/17 08:49:30|сейчас тоже там, просто в данный момент задачи которые были по ним вопросы задал, жду. И плюс Дмитрий Смирнов сказал завтра кидает на БПЛ
white_fox1|2013/04/17 08:49:49|ну вот ... ладно если что спс заранее
white_fox1|2013/04/17 08:49:55|я на обед побырому
iabbliz|2013/04/18 10:28:08|там в РЛС есть подразделения?
iabbliz|2013/04/18 10:28:19|всмысле в том списке где Организация, контрагенты
white_fox1|2013/04/18 10:28:20|да есть ока проверял не работает чето
iabbliz|2013/04/18 10:28:21| и т.п.
white_fox1|2013/04/18 10:28:33|нет к документам
iabbliz|2013/04/18 10:28:48|значит допиливать
white_fox1|2013/04/18 10:29:17|ну доплили ть то мона все а ты не встречался со стандартным каким то ограничением как через РЛС
iabbliz|2013/04/18 10:29:52|РЛС имхо старая тормозная вешь=)
white_fox1|2013/04/18 10:30:17|понял спс
iabbliz|2013/04/18 10:30:27|всмысле стандартная замена РЛС?
