author|0|body_xml
iabbliz|2013/05/27 13:35:46|Скорее всего дело в запросе
iabbliz|2013/05/27 13:35:50|который получает ТЗ2
artemmis88|2013/05/27 13:36:33|в конфигуратор не пускает, точно вышли?
iabbliz|2013/05/27 13:36:47|я не в нем
iabbliz|2013/05/27 13:36:52|еще раз попробуйте
artemmis88|2013/05/27 13:37:17|зашел
artemmis88|2013/05/27 13:45:31|я вышел из конфигуратора, ща со своего компа помещаю в хранилище исправление, надо будет тока обновить конфу
artemmis88|2013/05/27 13:45:33|поместил
artemmis88|2013/05/27 13:45:59|PS: под моим сеансом на дб8 не настроено хранилище
iabbliz|2013/05/27 13:46:31|в раб. базе все заходят под
iabbliz|2013/05/27 13:46:36|Администратор
12345
iabbliz|2013/05/27 13:46:47|всмысле подключаются к хранилищу
iabbliz|2013/05/27 13:46:58|ок, сейчас обновлю
artemmis88|2013/05/27 13:47:30|это я понимаю, просто надо 1 раз настоить под своим сеансом пути к хранилищу
iabbliz|2013/05/27 13:47:38|угу
iabbliz|2013/05/27 13:49:50|обновил
iabbliz|2013/05/27 13:49:53|закрой документ
iabbliz|2013/05/27 13:49:56|в раб . базе
iabbliz|2013/05/27 13:49:57|попробую
iabbliz|2013/05/27 13:50:14|{ОбщийМодуль.кругОбщий.Модуль(1551)}: Преобразование значения к типу Число не может быть выполнено
  НоваяСтрока.Количество = -Строка.Количество;
iabbliz|2013/05/27 13:50:33|я обновил только кругОбщий
iabbliz|2013/05/27 13:50:37|надо было еще что то?
artemmis88|2013/05/27 13:50:55|нет, я тока в него внес изменения
iabbliz|2013/05/27 13:51:17|  Если (Строка.номенклатура = Неопределено)ИЛИ(Строка.Количество = Неопределено) Тогда
   продолжить;
  КонецЕсли;

надо поставить
iabbliz|2013/05/27 13:51:28|вместо Неопределено
iabbliz|2013/05/27 13:51:29|NULL
artemmis88|2013/05/27 13:51:40|поставь null
artemmis88|2013/05/27 13:51:44| я не тестил
artemmis88|2013/05/27 13:52:16|я ща буду искать откуда идет эта ошибка, т.к. туда приходи не та таблица
iabbliz|2013/05/27 13:56:17|отпустил кругОбщий
artemmis88|2013/05/27 13:56:53|ок
artemmis88|2013/05/27 13:57:00|провелся документ?
artemmis88|2013/05/27 13:57:42|вижу
iabbliz|2013/05/27 14:06:40|да
iabbliz|2013/05/27 14:06:46|всмысле в хранилище?
artemmis88|2013/05/27 14:06:55|можно там одну строку в форме документа изменить
artemmis88|2013/05/27 14:07:04|захвачен объект
artemmis88|2013/05/27 14:08:00|могу строку прислать если это проще
iabbliz|2013/05/27 14:08:08|сейчас отпущу
artemmis88|2013/05/27 14:08:14|ок
iabbliz|2013/05/27 14:09:08|отпустил
artemmis88|2013/05/27 14:09:35|вижу, спс
artemmis88|2013/05/27 14:13:30|готово, отпустил реализацию
iabbliz|2013/05/27 14:13:38|спс
artemmis88|2013/05/27 14:14:31|я внес поправки, больше не должно возникать этой ошибки
iabbliz|2013/05/27 14:15:09|ок.
iabbliz|2013/05/27 14:15:11|Спасибо
iabbliz|2013/05/31 05:53:15|Привет
iabbliz|2013/05/31 05:53:24|не знаешь кто в конфигураторе раб. базы?
artemmis88|2013/05/31 05:53:32|Максим
iabbliz|2013/05/31 05:54:01|Можешь ему сказать чтобы написал мне как прийдет?
artemmis88|2013/05/31 05:54:03|ок
iabbliz|2013/05/31 05:54:08|спасибо
iabbliz|2013/05/31 07:00:45|эээ уже разборался
iabbliz|2013/05/31 07:00:48|конфигуратор не нужен
iabbliz|2013/05/31 07:00:55|но все равно спасибо=)
artemmis88|2013/05/31 07:00:56|ясно
iabbliz|2013/05/31 13:48:52|нужна только форма?
artemmis88|2013/05/31 13:48:56|да
iabbliz|2013/05/31 13:49:01|сейчас отпущу
artemmis88|2013/05/31 13:49:05|спс
iabbliz|2013/05/31 13:50:01|отпустил
iabbliz|2013/05/31 13:54:40|да можно
artemmis88|2013/05/31 13:55:04|обновите тогда
artemmis88|2013/05/31 13:55:12|просили оч срочно
iabbliz|2013/05/31 13:55:18|ээ а конфигуратор свободен?
iabbliz|2013/05/31 13:55:20|основной
iabbliz|2013/05/31 13:55:22|я ж не там
artemmis88|2013/05/31 13:55:31|хм, а кто там , ща гляну
iabbliz|2013/06/03 05:34:54|Привет
iabbliz|2013/06/03 05:35:00|а в рабочей базе Конфигуратора
iabbliz|2013/06/03 05:35:02|Максим?
iabbliz|2013/06/03 06:16:41|Максим менял на Администратор пароль?
iabbliz|2013/06/03 06:16:48|пользователь хранилища который
iabbliz|2013/06/03 06:16:51|в рабочей базе
artemmis88|2013/06/03 06:16:57|не знаю, вроде не должен был
iabbliz|2013/06/03 06:17:25|был 12345
iabbliz|2013/06/03 06:17:28|вроде
artemmis88|2013/06/03 06:17:50|да, я только этот знаю
iabbliz|2013/06/03 06:18:07|слушай а кто его выкинул с хранилища?
artemmis88|2013/06/03 06:18:28|выкинул с хранилища или с конфигуратора
artemmis88|2013/06/03 06:18:34|?
iabbliz|2013/06/03 06:18:37|с конфигуратора
iabbliz|2013/06/03 06:18:45|связь с хранилищем осталась...
iabbliz|2013/06/03 06:18:55|поэтому под Амдинистратором не заоходит
iabbliz|2013/06/03 06:19:02|ты не знаешь что делал Максим ?
artemmis88|2013/06/03 06:19:02|он все еще в конфигураторе
iabbliz|2013/06/03 06:19:06|можно ли его откинуть?
artemmis88|2013/06/03 06:19:09|на дб8
iabbliz|2013/06/03 06:19:21|меня пустило в конфигуратор
artemmis88|2013/06/03 06:19:46|странно как то
iabbliz|2013/06/03 06:19:53|ага
artemmis88|2013/06/03 06:20:00|ща его наберу спрошу
artemmis88|2013/06/03 06:23:15|Максим тут, говорит пока нужен конфигуратор
iabbliz|2013/06/03 06:23:31|он может обновить реализацию товаров и услуг?
artemmis88|2013/06/03 06:26:10|он с Эльвирой общается сейчас
iabbliz|2013/06/03 06:26:16|ок
iabbliz|2013/06/04 06:57:47|Привет
artemmis88|2013/06/04 06:58:12|у склада и у менеджеров точно
iabbliz|2013/06/04 06:58:40|сек
iabbliz|2013/06/04 07:04:38|а в какой момент ошибка выскакивает
iabbliz|2013/06/04 07:04:41|можешь подсказать?
artemmis88|2013/06/04 07:05:07|у менеджеров, когда карточку товара открывают
artemmis88|2013/06/04 07:05:38|у склада с местами хранения
iabbliz|2013/06/24 08:44:50|Привет
iabbliz|2013/06/24 08:45:02|В конфигураторе рабочей базы Максим?
artemmis88|2013/06/24 08:46:31|да
iabbliz|2013/06/24 08:46:40|а он будет сегодня?
artemmis88|2013/06/24 08:46:47|он тут
artemmis88|2013/06/24 08:47:20|вошел в скайп
iabbliz|2013/06/24 08:47:28|спасибо
iabbliz|2013/06/27 08:47:22|ребут?
iabbliz|2013/06/27 08:47:23|привет
artemmis88|2013/06/27 08:47:33|да, а что?
artemmis88|2013/06/27 08:47:36|привет
iabbliz|2013/06/27 08:47:46|а как же предупредительный выстрел в воздух?=)
artemmis88|2013/06/27 08:48:39|в почту всем было сообщение
artemmis88|2013/06/27 08:48:46|но по фирме
artemmis88|2013/06/27 08:48:58|<ss type="smile">:)</ss>
iabbliz|2013/06/28 07:00:21|Привет
iabbliz|2013/06/28 07:00:58|Слушай а ты можешь перезапустить службу 1с или перезапустить сервер (если легче ).
Если да то когда?
iabbliz|2013/06/28 07:01:33|При этом надо людей выгонять
artemmis88|2013/06/28 07:02:37|это сейчас необходимо сделать?
iabbliz|2013/06/28 07:03:11|Просто там процессы Rphost разрослись есть предположение что из за этого Формирование отчета по статистике значительно возросло
iabbliz|2013/06/28 07:03:30|<quote author="artemmis88" authorname="Артем" conversation="artemmis88" guid="x510493453d2d3231185e5c1939648a13985cdd5b74280df9f6594089daea9057" timestamp="1372402957"><legacyquote>[11:02:37] Артем: </legacyquote>это сейчас необходимо сделать?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>а это возможно?
iabbliz|2013/06/28 07:03:48|если возможно, то было бы очень классно
artemmis88|2013/06/28 07:08:58|через 5 мин
iabbliz|2013/06/28 07:14:30|ок, ждем
iabbliz|2013/06/28 07:24:19|спасибо
iabbliz|2013/06/28 07:24:23|<ss type="yes">(y)</ss>
iabbliz|2013/07/03 07:24:55|Привет
iabbliz|2013/07/03 07:25:05|Если будете обновлять базу, обновите и РТиУ пожалуйста
artemmis88|2013/07/03 07:26:39|ок, но думаю обновление будет только к вечеру
artemmis88|2013/07/03 07:26:42|привет
