author|0|body_xml
ivanov_vdonsk|2013/03/17 13:04:50|встал с  компа часа в 4 утра
iabbliz|2013/03/17 13:04:55|ага=)
iabbliz|2013/03/18 14:25:23|а ты компании прошел?
ivanov_vdonsk|2013/03/18 14:25:42|ща попробую
iabbliz|2013/03/18 14:25:47|попробуй пройти
iabbliz|2013/03/18 14:25:49|мб тогда появится
ivanov_vdonsk|2013/03/18 14:25:52|ок. ща
iabbliz|2013/03/18 14:26:00|лучше заного скачай
iabbliz|2013/03/20 07:35:49|у тещи успел с торрента скачать=)
ivanov_vdonsk|2013/03/20 07:36:03|кидай))
ivanov_vdonsk|2013/03/20 07:36:24|сегодня ходил на собеседование в банк
ivanov_vdonsk|2013/03/20 07:36:59|руководитель предложил должность, так что теперь на собеседование к управляющему в СПб
ivanov_vdonsk|2013/03/20 07:37:20|работа будет в 5 минутах от дома
iabbliz|2013/03/20 07:39:00|удачи
ivanov_vdonsk|2013/03/20 07:39:02|ты кстати успел деньги снять с банка на кипре?
iabbliz|2013/03/20 07:39:08|=))
ivanov_vdonsk|2013/03/20 07:39:17|ну ч дай мне клиент факторио
iabbliz|2013/03/20 07:41:02|отстань
iabbliz|2013/03/20 07:41:03|=)
iabbliz|2013/03/20 07:41:05|работаю
iabbliz|2013/03/24 09:46:37|<files alt="отправил (-а) файл &quot;Setup_Factorio_x64_0.2.10.exe&quot;">
<file size="37961869" index="0">Setup_Factorio_x64_0.2.10.exe</file></files>
iabbliz|2013/03/24 09:46:53|<files alt="отправил (-а) файл &quot;Setup_Factorio_x64_0.2.10.exe&quot;">
<file size="37961869" index="0">Setup_Factorio_x64_0.2.10.exe</file></files>
iabbliz|2013/03/24 09:48:18|<a href="https://www.factorio.com/get-download/direct/0.2.10/alpha/win32">https://www.factorio.com/get-download/direct/0.2.10/alpha/win32</a>
iabbliz|2013/03/24 09:51:46|<files alt="отправил (-а) файл &quot;Setup_Factorio_Win32_0.2.10.exe&quot;">
<file size="37748930" index="0">Setup_Factorio_Win32_0.2.10.exe</file></files>
iabbliz|2013/03/26 10:20:52|Артем привет
iabbliz|2013/03/26 10:21:00|скинь номер карты банковской
ivanov_vdonsk|2013/03/26 10:21:24|зачем?
ivanov_vdonsk|2013/03/26 10:21:40|ненадо, спасибо)
iabbliz|2013/03/26 10:21:51|ты же хер попросишь
iabbliz|2013/03/26 10:22:02|по моим расчетом у тебя  денег уже мало осталось
ivanov_vdonsk|2013/03/26 10:22:01|пока есть, вот и не прошу)
iabbliz|2013/03/26 10:22:03|=)
ivanov_vdonsk|2013/03/26 10:28:27|забавная статистика со второй миссии: убито 2109 монстров))
iabbliz|2013/03/31 10:45:53|Привет
iabbliz|2013/03/31 10:47:59|тут?
ivanov_vdonsk|2013/03/31 11:06:32|да тут
ivanov_vdonsk|2013/03/31 11:06:32|привет
ivanov_vdonsk|2013/03/31 11:06:51|чот пробовал перекинуть ночью 1с с компа сюда, 46 мб за ночь
iabbliz|2013/03/31 11:07:17|Артем дай номер карты, задрал ты уже
ivanov_vdonsk|2013/03/31 11:07:37|Антоныч, пока деньги есть, на еду, по крайне мере
iabbliz|2013/03/31 11:08:15|Лучше бы подключился к компу, и там выложил ее куда нибудь
iabbliz|2013/03/31 11:08:20|а потом уже у себя качал
iabbliz|2013/03/31 11:08:23|а не через Тим
iabbliz|2013/03/31 11:08:42|<quote author="ivanov_vdonsk" authorname="Артем" conversation="ivanov_vdonsk" guid="x48d50adec9520f50a849611f0e0f2d86917f23d6b8ba8c392108989c02000bcb" timestamp="1364728057"><legacyquote>[15:07:37] Артем: </legacyquote>Антоныч, пока деньги есть, на еду, по крайне мере<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>блал бла бла , дай номер карты <ss type="devil">(devil)</ss>
iabbliz|2013/03/31 11:09:02|например на files.mail.ru
iabbliz|2013/03/31 11:09:31|я пошел в баню, а ты пока иди за картой
ivanov_vdonsk|2013/03/31 11:10:01|легкого пара)
ivanov_vdonsk|2013/03/31 11:10:58|<a href="http://1c-open.ru/training_it-experts/">http://1c-open.ru/training_it-experts/</a>
ivanov_vdonsk|2013/03/31 11:11:10|подскажи, какие понадобятся
iabbliz|2013/03/31 12:00:56|нормальные курсы
iabbliz|2013/03/31 12:00:57|не тут
iabbliz|2013/03/31 12:01:10|а тут
iabbliz|2013/03/31 12:01:11|http://курсы-по-1с.рф/
iabbliz|2013/03/31 12:01:15|которые я проходил
iabbliz|2013/03/31 12:02:18|тебе сначала надо купить вот это
iabbliz|2013/03/31 12:02:19|<a href="http://www.spec8.ru/devbase">http://www.spec8.ru/devbase</a>
iabbliz|2013/03/31 12:02:29|ты ролики посмотрел которые я тебе дал?
iabbliz|2013/03/31 12:02:50|если его пройдешь, уже можно устроится в какой нибудь франч
ivanov_vdonsk|2013/03/31 12:02:59|смотрю ролики
iabbliz|2013/03/31 12:02:59|и опыта набратся
ivanov_vdonsk|2013/03/31 12:03:03|но чет мало понятно
ivanov_vdonsk|2013/03/31 12:03:20|подскажи, ты когда на работу устраивался, тебя служба безопасности проверяла?
iabbliz|2013/03/31 12:03:37|это если учесть что ролики на самом деле одни из самых доступных
iabbliz|2013/03/31 12:03:54|<quote author="ivanov_vdonsk" authorname="Артем" conversation="ivanov_vdonsk" guid="x8f25f5c12659c5fa381ca7e8b2f8384d9d0ce7ab837bc4eb946d9a00fdb20717" timestamp="1364731400"><legacyquote>[16:03:20] Артем: </legacyquote>тебя служба безопасности проверяла?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>нет
ivanov_vdonsk|2013/03/31 12:04:08|я начал смотреть ролики с 1го
iabbliz|2013/03/31 12:04:09|я ж деньгами не работаю
iabbliz|2013/03/31 12:04:27|если бы ты программировал на чем нибудь
iabbliz|2013/03/31 12:04:31|легче было бы
iabbliz|2013/03/31 12:04:54|а так будет тяжело
iabbliz|2013/03/31 12:05:16|по началу бы посоветовал
iabbliz|2013/03/31 12:05:20|после каждого ролика
iabbliz|2013/03/31 12:05:24|все повторять самому
iabbliz|2013/03/31 12:05:33|желательно не подсматривая
iabbliz|2013/03/31 12:05:42|плюс если действительно хочешь научнится
iabbliz|2013/03/31 12:05:48|заведи тетрадь
iabbliz|2013/03/31 12:05:54|и конспектируй самое важное
iabbliz|2013/03/31 12:06:01|для себя заметки
ivanov_vdonsk|2013/03/31 12:06:06|да я хотел visual basic скачать
iabbliz|2013/03/31 12:06:07|и по ним можешь повторять
iabbliz|2013/03/31 12:06:19|ну на 1с легче заработаь
iabbliz|2013/03/31 12:06:22|чем на visual
iabbliz|2013/03/31 12:06:25|basic
iabbliz|2013/03/31 12:06:34|больше вакансий
ivanov_vdonsk|2013/03/31 12:06:39|к
iabbliz|2013/04/01 13:03:23|поищи в инете
iabbliz|2013/04/01 13:03:32|способ установки
iabbliz|2013/04/01 13:03:36|кряка
iabbliz|2013/04/01 13:03:43|под вин7 64 бита
iabbliz|2013/04/01 14:43:59|говори
iabbliz|2013/04/01 14:44:07|не свободен еще но говори
ivanov_vdonsk|2013/04/01 14:44:48|да вот в ролики тип говорит, про командный интерфейс, говорит так же, что есть окна и команды и открывает окно, но как он это сделал не объяснил
iabbliz|2013/04/01 14:45:13|правой кнопкой по корню дерева
iabbliz|2013/04/01 14:45:22|в конфигурации
iabbliz|2013/04/01 14:49:26|не знаю
iabbliz|2013/04/01 14:52:40|у меня было другое
iabbliz|2013/04/01 14:52:43|такого не было
ivanov_vdonsk|2013/04/01 14:52:46|=)
iabbliz|2013/04/01 14:52:58|откуда ты их взял
iabbliz|2013/04/01 14:53:06|такие тебе не давал
iabbliz|2013/04/01 14:53:34|в любом случае, тогда тебе нужна конфигурация Быстрый старт
ivanov_vdonsk|2013/04/01 14:53:36|<a href="http://www.spec8.ru/">http://www.spec8.ru/</a>
iabbliz|2013/04/01 14:53:46|тебе нужен или
iabbliz|2013/04/01 14:53:57|*.dt файл или *.cf файл
iabbliz|2013/04/01 14:54:04|первый это конфигурация но уже с данными
iabbliz|2013/04/01 14:54:10|второй это просто конфигурация
iabbliz|2013/04/01 14:54:13|но без данных
iabbliz|2013/04/01 14:54:14|в базе
iabbliz|2013/04/01 14:54:21|ищи там же
ivanov_vdonsk|2013/04/01 14:54:36|вообщем не те видео скачал, да?
iabbliz|2013/04/01 14:54:47|не знаю что ты качал
iabbliz|2013/04/01 14:54:51|я тебе скидывал другие
iabbliz|2013/04/01 14:54:54|когда ты приходил
ivanov_vdonsk|2013/04/01 14:55:02|<a href="http://www.spec8.ru/1c-prog-fast-start">http://www.spec8.ru/1c-prog-fast-start</a>
ivanov_vdonsk|2013/04/01 14:55:38|я просто их смотрел (твои видео) потом ты скинул ссылку  и я уже от туда скачал видюзи
iabbliz|2013/08/25 06:40:26|тут
iabbliz|2013/08/25 06:40:27|?
iabbliz|2013/08/25 06:43:08|ты на серваке Европы?
iabbliz|2013/08/25 07:43:29|тут?
iabbliz|2013/08/24 14:59:16|Что то у тебя с инетом похоже
iabbliz|2013/08/25 12:30:15|че делаешь?
ivanov_vdonsk|2013/08/25 12:41:11|За гулять идем
iabbliz|2013/08/25 12:41:30|ясно=)
